entity1,relation,entity2
颅骨巨细胞瘤,并发症,听力障碍
良性淋巴细胞血管炎和肉芽肿病,并发症,缺血性坏死
卵巢妊娠,并发症,低血容量性休克
肝棘球蚴病,并发症,腹水
淋巴细胞性脉络丛脑膜炎,并发症,流产
颅骨结核,并发症,昏迷
肝棘球蚴病,并发症,腹痛
肝棘球蚴病,并发症,咳嗽
肝性血卟啉病综合征,并发症,电解质紊乱
肝棘球蚴病,并发症,恶心和呕吐
骨髓增生异常综合征,并发症,风湿性多肌痛
骨髓增生异常综合征,并发症,骨关节炎
骨髓增生异常综合征,并发症,干燥综合征
骨髓增生异常综合征,并发症,骨髓纤维化
颅骨结核,并发症,头痛
骨髓增生异常综合征,并发症,复发性多软骨炎
骨髓增生异常综合征,并发症,染色体异常
良性颅内高压症,并发症,视神经疾病
过敏性紫癜,并发症,肾炎
弥漫性特发性骨肥厚,并发症,椎管狭窄
肛门异位,并发症,泌尿感染
肛门外伤,并发症,肛瘘
肛瘘,并发症,肛门失禁
小儿低氯性氮质血症综合征,并发症,高钾血症
小儿低氯性氮质血症综合征,并发症,尿毒症
小儿播散性血管内凝血,并发症,低血压
小儿低氯性氮质血症综合征,并发症,昏迷
小儿蛋白质-能量营养不良,并发症,脂肪肝
小儿喘息样支气管炎,并发症,肺炎
肺大疱,并发症,自发性气胸
小儿播散性血管内凝血,并发症,昏迷
小儿播散性血管内凝血,并发症,黄疸
小儿Alstrom综合征,并发症,高尿酸血症
小儿播散性血管内凝血,并发症,腹泻
肛门瘙痒症,并发症,肛周湿疹
小儿播散性血管内凝血,并发症,溶血性贫血
肺泡蛋白沉着症,并发症,呼吸衰竭
小儿Alstrom综合征,并发症,尿崩症
放射性肺炎,并发症,支气管肺炎
小儿Alstrom综合征,并发症,肾功能不全
小儿Alstrom综合征,并发症,糖尿病
小儿巴特综合征,并发症,小儿惊厥
肺放线菌病,并发症,膈下脓肿
小儿蛋白质-能量营养不良,并发症,低血糖症
放射性肺炎,并发症,肺气肿
小儿病毒感染性口炎,并发症,小儿惊厥
小儿巴特综合征,并发症,直立性低血压
小儿低钠血症,并发症,呼吸衰竭
小儿低钠血症,并发症,小儿惊厥
肺大疱,并发症,张力性气胸
小儿出血性疾病,并发症,贫血
肛门失禁,并发症,腹泻
小儿蛋白质-能量营养不良,并发症,贫血
小儿低钠血症,并发症,昏迷
肛窦炎,并发症,肛乳头炎
麦粒肿,并发症,过敏性眼睑皮肤炎
肺炎杆菌肺炎,并发症,脑疝
肺出血－肾炎综合征,并发症,便血
肺炎杆菌肺炎,并发症,感染性休克
肺脓肿,并发症,气胸
肺脓肿,并发症,脓胸
肛门失禁,并发症,肛周湿疹
杨梅疮,并发症,骨折
噫气,并发症,腹胀
液脱,并发症,昏迷
液脱,并发症,脑水肿
噫气,并发症,功能性消化不良
杨梅疮,并发症,头痛
疫斑热,并发症,呼吸衰竭
噎膈,并发症,膈疝
早产儿,并发症,代谢性酸中毒
疫斑热,并发症,败血症
疫斑热,并发症,昏迷
腰椎间盘突出,并发症,周围神经损伤
阳虚,并发症,痹证
子宫破裂,并发症,失血性休克
自闭症,并发症,儿童期情绪障碍
阻塞性肺气肿,并发症,慢性肺源性心脏病
阻塞性肺气肿,并发症,呼吸衰竭
阻塞性肺气肿,并发症,胃溃疡
子宫破裂,并发症,胎死宫内
疫斑热,并发症,脑膜炎
早产儿,并发症,肺炎
早产儿,并发症,败血症
疫斑热,并发症,便血
胰痈,并发症,便血
胰痈,并发症,糖尿病
肺出血－肾炎综合征,并发症,高血压
子宫破裂,并发症,胎儿窘迫
足舟状骨骨软骨病,并发症,创伤性关节炎
足舟状骨骨软骨病,并发症,骨不连
姿态性腰腿痛,并发症,创伤性关节炎
直肠重复畸形,并发症,肠梗阻
近视,并发症,弱视
噎膈,并发症,进食障碍
近视,并发症,营养不良
近视,并发症,屈光参差
进行性骨干发育不良,并发症,耳聋
金黄色葡萄球菌性边缘性角膜炎,并发症,睑缘炎
近视,并发症,视网膜脱离
进行性骨干发育不良,并发症,贫血
肾性脑病,并发症,癫痫
金属引起的口腔黏膜疾病,并发症,磷中毒
结膜充血,并发症,过敏性结膜炎
结膜充血,并发症,结膜炎
子宫脱垂,并发症,阴道壁脱垂
颈肩痛,并发症,骨关节炎
子宫脱垂,并发症,直肠膨出
肾性脑病,并发症,颞叶癫痫
子宫脱垂,并发症,膀胱膨出
食管良性肿瘤,并发症,昏迷
哨兵痔,并发症,肛瘘
哨兵痔,并发症,肛裂
食管良性肿瘤,并发症,腹水
代谢性酸中毒,并发症,高钾血症
地方性克汀病,并发症,智力低下
骶骨骨折,并发症,骨盆骨折
淀粉样变性,并发症,肺不张
胆道运动功能障碍,并发症,腹痛
神经性阳痿,并发症,勃起功能障碍
淀粉样变性,并发症,充血性心力衰竭
胆道运动功能障碍,并发症,腹泻
淀粉样变性,并发症,尿崩症
蝶骨嵴脑膜瘤眼部病变,并发症,癫痫
肾上腺囊肿,并发症,肾上腺危象
食管良性肿瘤,并发症,黄疸
蝶骨嵴脑膜瘤眼部病变,并发症,面瘫
肾上腺囊肿,并发症,肾上腺肿瘤
迪格奥尔格综合征,并发症,甲状腺炎
近视,并发症,开角型青光眼
弯曲菌性肠炎,并发症,腹痛
弯曲菌感染,并发症,心内膜炎
弯曲菌性肠炎,并发症,腹泻
无精症,并发症,男性不育症
弯曲菌性肠炎,并发症,败血症
弯曲菌性肠炎,并发症,恶心和呕吐
麻风性周围神经病,并发症,神经炎
麻痹性痴呆,并发症,痴呆
胆固醇脓胸,并发症,阿尔茨海默病性痴呆
麻风性周围神经病,并发症,红斑
麻风性葡萄膜炎,并发症,青光眼
麻风性葡萄膜炎,并发症,白内障
马尔尼菲青霉病,并发症,脾水
马尔尼菲青霉病,并发症,脾疳
脉络丛乳头状瘤,并发症,共济失调
胃型哮喘,并发症,肺脓肿
麻风性周围神经病,并发症,虹膜睫状体炎
Morton跖头痛,并发症,细菌感染
麻风性葡萄膜炎,并发症,虹膜睫状体炎
弯曲菌感染,并发症,腹膜炎
弯曲菌感染,并发症,胰腺炎
弯曲菌感染,并发症,弯曲菌性肠炎
脉络膜出血,并发症,眼病
外耳道真菌病,并发症,中耳炎
弯曲菌感染,并发症,胆囊炎
马拉色菌病,并发症,葡萄球菌感染
马拉色菌病,并发症,支原体感染
外耳道炎,并发症,葡萄球菌感染
脉络丛乳头状瘤,并发症,蛛网膜下腔出血
外耳湿疹,并发症,睡眠障碍
隆突性皮肤纤维肉瘤,并发症,恶性黑色素瘤
流感嗜血杆菌肺炎,并发症,脓胸
龙线虫病,并发症,滑膜炎
流感嗜血杆菌感染,并发症,附睾炎
肝包虫病,并发症,腹痛
肝包虫病,并发症,咳嗽
小肠结肠炎耶尔森菌肠炎,并发症,溶血性贫血
小肠结肠炎耶尔森菌肠炎,并发症,大动脉炎
线粒体脑肌病,并发症,耳聋
流感嗜血杆菌感染,并发症,乳突炎
流感嗜血杆菌感染,并发症,化脓性关节炎
肝包虫病,并发症,腹水
小肠结肠炎耶尔森菌肠炎,并发症,肾小球肾炎
小肠结肠炎耶尔森菌肠炎,并发症,脉络膜炎
小肠结肠炎耶尔森菌肠炎,并发症,虹膜睫状体炎
先天性眼球震颤,并发症,弱视
线粒体病,并发症,癫痫
肝包虫病,并发症,黄疸
梗阻性肾病,并发症,高血压
肝包虫病,并发症,腹胀
先天性副舟骨,并发症,滑囊炎
肝包虫病,并发症,恶心和呕吐
线粒体病,并发症,脊髓小脑性共济失调
流感嗜血杆菌脑膜炎,并发症,脑脓肿
流感嗜血杆菌脑膜炎,并发症,脑积水
流感嗜血杆菌感染,并发症,阑尾炎
磷脂酰胆碱-胆固醇酰基转移酶缺乏,并发症,高血压
磷脂酰胆碱-胆固醇酰基转移酶缺乏,并发症,动脉粥样硬化
睾丸下降不全,并发症,睾丸扭转
先天性胆总管囊肿,并发症,黄疸
肺隐球菌病,并发症,脑膜炎
肺性脑病,并发症,腹泻
肺癌,并发症,呼吸衰竭
肺大泡,并发症,自发性气胸
肺炎性假瘤,并发症,咯血
眼睑炭疽,并发症,便秘
肺转移瘤,并发症,脓胸
非典,并发症,弥散性血管内凝血
非典,并发症,败血症
月经疹,并发症,痛经
阳明头痛,并发症,头痛
胰高糖素瘤综合征,并发症,腹泻
肺炎,并发症,支气管肺炎
药物性狼疮,并发症,肺水肿
药物性狼疮,并发症,动脉硬化
药物性狼疮,并发症,心包炎
月经疹,并发症,紫癜
胰高血糖素瘤,并发症,共济失调
肺炎,并发症,肺脓肿
肺大泡,并发症,自发性血胸
胰高血糖素瘤,并发症,营养不良
药物性狼疮,并发症,水肿
胰高血糖素瘤,并发症,口角炎
胰高糖素瘤综合征,并发症,精神障碍
肺癌,并发症,肺炎
肺癌,并发症,脓胸
肺癌,并发症,肺不张
下丘脑多汗症,并发症,毛囊炎
美尼尔氏综合症,并发症,共济失调
肺癌,并发症,血胸
胰高血糖素瘤,并发症,痴呆
胰高血糖素瘤,并发症,贫血
迷路窗破裂,并发症,耳聋
迷路窗破裂,并发症,耳鸣
迷路窗破裂,并发症,恶心和呕吐
弥漫性外耳道炎,并发症,坏死性外耳道炎
弥漫性外耳道炎,并发症,外耳道真菌病
下丘脑多汗症,并发症,冻疮
迷路震荡,并发症,耳鸣
迷路震荡,并发症,失眠
迷路震荡,并发症,恶心和呕吐
异常γ-球蛋白血症,并发症,脾大
坐骨直肠窝脓肿,并发症,肛瘘
迷路震荡,并发症,头痛
直肠内异物,并发症,腹膜炎
中风,并发症,营养不良
直肠息肉,并发症,直肠癌
中风,并发症,脑出血
蛛网膜下腔出血,并发症,昏迷
迷路震荡,并发症,脑震荡
中风,并发症,褥疮
蛛网膜下腔出血,并发症,瘫痪
中风,并发症,脑疝
直肠阴道瘘,并发症,肠梗阻
痔疮,并发症,直肠癌
小肠血管瘤,并发症,肠套叠
转移性胸膜肿瘤,并发症,肺炎
睫状体黑色素瘤,并发症,视网膜脱离
痔疮,并发症,贫血
小肠血管瘤,并发症,贫血
睫状体黑色素瘤,并发症,青光眼
直肠阴道瘘,并发症,阴道炎
小肠血管瘤,并发症,肠梗阻
睫状体黑色素瘤,并发症,前房积血
睫状体黑色素瘤,并发症,玻璃体混浊
进行性肌营养不良症,并发症,多重肺部感染
进行性肌营养不良症,并发症,褥疮
激素性股骨头坏死,并发症,骨关节炎
酒精性股骨头坏死,并发症,骨关节炎
晶状体膨胀所致青光眼,并发症,前房积血
结节性硬化症,并发症,呼吸衰竭
结节性硬化症,并发症,癫痫
晶状体膨胀所致青光眼,并发症,白内障
晶状体异位,并发症,水肿
经膈肌肋间疝,并发症,不完全性肠梗阻
晶状体相关葡萄膜炎,并发症,白内障
晶状体异位,并发症,视网膜病变
中风,并发症,昏迷
晶状体异位,并发症,视网膜脱离
睡眠相位后移综合症,并发症,青光眼
手指撕脱性骨折,并发症,肿胀
梭形细胞肿瘤,并发症,腹痛
丧偶后适应性障碍,并发症,老年期抑郁症
晶状体异位,并发症,玻璃体疝
睡眠相位后移综合症,并发症,胆结石
晶状体膨胀所致青光眼,并发症,晶状体脱位所致青光眼
晶状体异位,并发症,屈光不正
梭形细胞肿瘤,并发症,腹胀
晶状体异位,并发症,白内障
晶状体异位,并发症,青光眼
晶状体异位,并发症,晶状体溶解性青光眼
晶状体相关葡萄膜炎,并发症,开角型青光眼
双性恋,并发症,露阴癖
胆囊平滑肌肉瘤,并发症,腹水
胆囊平滑肌肉瘤,并发症,黄疸
蛋白丢失性胃肠病,并发症,水肿
胆囊良性肿瘤,并发症,黄疸
胃神经纤维瘤,并发症,贫血
大骨节病,并发症,关节痛
大骨节病,并发症,骨关节炎
稻农皮炎,并发症,细菌感染
胃憩室,并发症,胃穿孔
外阴恶性神经鞘瘤,并发症,神经纤维瘤病
外阴恶性横纹肌样瘤,并发症,腹膜后淋巴结炎
维斯科特-奥尔德里奇综合征,并发症,腹泻
脉络膜血管瘤,并发症,青光眼
外阴恶性纤维组织细胞瘤,并发症,外阴瘙痒
外阴汗腺腺癌,并发症,外阴瘙痒
脉络膜新生血管,并发症,水肿
脉络膜脱离,并发症,青光眼
脉络膜新生血管,并发症,黄斑囊样水肿
脉络膜血管瘤,并发症,视网膜脱离
大骨节病,并发症,膝内翻
维生素D缺乏病,并发症,贫血
大骨节病,并发症,侏儒症
维斯科特-奥尔德里奇综合征,并发症,网状细胞肉瘤
胃溃疡,并发症,胃溃疡性穿孔
盲襻综合征,并发症,水肿
盲襻综合征,并发症,营养不良
磨牙,并发症,口臭
慢性颈部软组织损伤,并发症,肌肉萎缩
慢性颈部软组织损伤,并发症,瘫痪
淋球菌性腹膜炎,并发症,脑膜炎
立氏立克次体斑疹热,并发症,红斑
立氏立克次体斑疹热,并发症,耳聋
盲襻综合征,并发症,缺铁性贫血
淋球菌性结膜炎,并发症,青光眼
劳力性心绞痛,并发症,不稳定型心绞痛
立氏立克次体斑疹热,并发症,瘫痪
磨牙,并发症,便秘
老年人原发性恶性高血压引起的恶性小动脉肾,并发症,高血压脑病
氯气中毒,并发症,呼吸衰竭
雷头风,并发症,风湿热
氯气中毒,并发症,支气管肺炎
淋球菌性腹膜炎,并发症,淋球菌感染
氯气中毒,并发症,肺水肿
肋间神经痛,并发症,主动脉瘤
磨牙,并发症,头痛
睑皮松垂症,并发症,单纯性甲状腺肿
肝内胆管结石,并发症,营养不良
肝内胆管结石,并发症,肝脓肿
肋间神经痛,并发症,慢性化脓性胸膜炎
肝内胆管结石,并发症,贫血
肝内胆管结石,并发症,胆汁性肝硬化
磨牙,并发症,磨损
肝内胆管结石,并发症,慢性胆管炎
盲襻综合征,并发症,贫血
Mirizzi综合征,并发症,黄疸
Mirizzi综合征,并发症,腹痛
Mirizzi综合征,并发症,胆总管结石
慢性颈部软组织损伤,并发症,颈肩痛
慢性溃疡性非肉芽肿性空肠回肠炎,并发症,脓肿
肝内胆管结石,并发症,胆管癌
肝内胆管结石,并发症,胆道感染
慢性病贫血,并发症,慢性心功能不全
骨血管内皮细胞瘤,并发症,骨折
固定性斜视,并发症,麻痹性斜视
下尺桡关节脱位,并发症,骨折
系统性红斑狼疮所致脊髓病,并发症,溶血性贫血
骨骺点状发育不良,并发症,髋关节脱位
西瓦特皮肤异色病,并发症,皮肤瘙痒症
X综合征,并发症,不稳定型心绞痛
Graves病,并发症,白血病
固定性斜视,并发症,共同性斜视
肺水肿,并发症,弥散性血管内凝血
下颌下间隙感染,并发症,败血症
非特异性阴道炎,并发症,尿道炎
骨良性纤维组织细胞瘤,并发症,骨折
风湿性关节炎,并发症,肺炎
风湿性关节炎,并发症,口腔溃疡
骨血管内皮细胞瘤,并发症,瘫痪
骨骺点状发育不良,并发症,假斑秃
广泛性焦虑障碍,并发症,强迫症
膝外侧韧带损伤,并发症,腓总神经损伤
下颌下间隙感染,并发症,喉阻塞
腹股沟斜疝,并发症,腹痛
大骨节病,并发症,膝外翻
非细菌性前列腺炎,并发症,男性不育症
腹膜后血肿,并发症,腹膜炎
先天性毛细血管扩张性大理石样皮肤,并发症,动脉导管未闭
胰瘘,并发症,多器官功能障碍综合征
胰腺真性囊肿,并发症,腹水
胰腺真性囊肿,并发症,黄疸
粪瘘,并发症,尿瘘
阴道平滑肌肉瘤,并发症,尿毒症
直肠前突,并发症,直肠内套叠
直肠闭锁,并发症,肠梗阻
胰石病,并发症,糖尿病
阴道前壁膨出,并发症,膀胱炎
胰石病,并发症,肝病
腹股沟直疝（疝气）,并发症,便血
腹股沟直疝（疝气）,并发症,腹痛
腹股沟直疝（疝气）,并发症,肠梗阻
腹股沟斜疝,并发症,肠梗阻
胰石病,并发症,慢性胰腺炎
阴道壁息肉,并发症,阴道炎
阴道白斑,并发症,阴道炎
非细菌性前列腺炎,并发症,不射精症
肘关节脱位,并发症,骨化性肌炎
肘关节脱位,并发症,创伤性关节炎
肘关节强直,并发症,肘关节强直与纤维性僵硬
阴道前壁膨出,并发症,膀胱膨出
跖骨疲劳性骨折,并发症,不安腿综合征
椎管内结核肉芽肿,并发症,支气管扩张
肢骨纹状肥大,并发症,足外翻
椎管内结核肉芽肿,并发症,肺气肿
椎管内结核肉芽肿,并发症,肺结核
椎管内结核肉芽肿,并发症,咯血
坐骨神经痛,并发症,腰椎间盘突出
进行性脂肪营养不良,并发症,营养不良
精囊囊肿,并发症,真两性畸形
浸渍足,并发症,剥脱综合征
跖骨、趾骨骨折,并发症,足部骨折
精囊囊肿,并发症,尿道下裂
椎弓结核,并发症,动脉瘤样骨囊肿
掌指关节脱位,并发症,关节扭伤
结节病性心肌病,并发症,猝死
椎弓结核,并发症,神经纤维瘤
肌强直性肌病,并发症,糖尿病
肌强直性肌病,并发症,老年人心脏传导阻滞
脊髓缺血性疾病,并发症,尿路感染
进食障碍,并发症,胰腺炎
脊髓缺血性疾病,并发症,褥疮
脊髓缺血性疾病,并发症,肺炎
食滞胃脘主证,并发症,腹痛
试管婴儿,并发症,卵巢过度刺激综合征
试管婴儿,并发症,多胎妊娠
肾脓肿,并发症,尿路感染
食滞胃脘主证,并发症,噫气
石油、煤焦油及其分馏产物所致的皮肤病,并发症,痤疮
石油、煤焦油及其分馏产物所致的皮肤病,并发症,毛囊炎
舌咽神经痛,并发症,三叉神经痛
湿热痢,并发症,白痢
肾脓肿,并发症,肾周围炎
肾脓肿,并发症,肾周脓肿
神经类疾病,并发症,躯体感觉障碍
食管病,并发症,便血
肾脓肿,并发症,尿路梗阻
神经类疾病,并发症,肌肉萎缩
食管病,并发症,胃溃疡
急性脑血管病,并发症,脑疝
进食障碍,并发症,低钾血症
进食障碍,并发症,电解质紊乱
进食障碍,并发症,低镁血症
进食障碍,并发症,腹痛
进食障碍,并发症,便秘
进食障碍,并发症,腹胀
急性脑血管病,并发症,老年人脑心综合征
进食障碍,并发症,白细胞减少症
蝶骨脑膜瘤的眼眶病变,并发症,脑梗死
大肠平滑肌肉瘤,并发症,肠梗阻
单纯疱疹病毒性角膜炎,并发症,青光眼
胆道蛔虫病,并发症,败血症
大泡性角膜病变,并发症,角膜鳞状细胞癌
胆道蛔虫病,并发症,感染性休克
外阴黑色棘皮症,并发症,色素斑
多瓣膜病,并发症,肾功能不全
胆道蛔虫病,并发症,肝脓肿
外阴结核,并发症,肺结核
单纯疱疹病毒性角膜炎,并发症,虹膜睫状体炎
胆道蛔虫病,并发症,胆道出血
低钠血症,并发症,脑水肿
低钠血症,并发症,昏迷
低钠血症,并发症,头痛
外阴黑色素瘤,并发症,外阴溃疡
舌咽神经痛,并发症,低血压
第三腰椎横突综合征,并发症,肌肉痉挛
外阴浸润性鳞癌,并发症,泌尿感染
外阴浸润性鳞癌,并发症,细菌感染
外阴隆凸性皮肤纤维肉瘤,并发症,皮肤癌
外阴淋巴管瘤,并发症,外阴象皮肿
外阴卵黄囊瘤,并发症,外阴炎
外阴淋巴管瘤,并发症,水肿
外阴平滑肌瘤,并发症,肉瘤
慢性肾小球肾炎,并发症,水肿
结节性脂肪坏死,并发症,粟丘疹
外阴溃疡,并发症,淋病
慢性肾小球肾炎,并发症,肾功能不全
慢性肾小球肾炎,并发症,高血压
膜增生性肾小球肾炎,并发症,水肿
慢性肾小球肾炎,并发症,心包炎
慢性嗜酸性粒细胞性肺炎,并发症,呼吸衰竭
慢性肾小球肾炎,并发症,尿毒症
膜增生性肾小球肾炎,并发症,高脂血症
膜增生性肾小球肾炎,并发症,营养不良
慢性肾小球肾炎,并发症,营养不良
慢性肾小球肾炎,并发症,慢性肾炎
慢性肾小球肾炎,并发症,贫血
巴尔通体病,并发症,阿米巴痢疾
扁桃体周围脓肿,并发症,肺炎
布氏杆菌病,并发症,神经炎
巴尔通体病,并发症,疟疾
布氏杆菌病,并发症,胆囊炎
外阴黏膜白斑,并发症,外阴浸润性鳞癌
外阴溃疡,并发症,非特异性外阴炎
外阴溃疡,并发症,霉菌性外阴炎
巴尔通体病,并发症,布鲁菌病
外阴溃疡,并发症,前庭大腺炎
睫状环阻滞性青光眼,并发症,高眼压症
梅克尔憩室,并发症,水肿
梅克尔憩室,并发症,腹膜炎
梅克尔憩室,并发症,肠套叠
慢性纤维性甲状腺炎,并发症,血栓形成
面红和面红恐惧症,并发症,腹泻
罗阿丝虫病,并发症,腹水
梅克尔憩室,并发症,肠梗阻
梅克尔憩室,并发症,肠扭转
慢性盆腔疼痛,并发症,腹股沟疝
罗阿丝虫病,并发症,脑水肿
淋巴细胞性垂体炎,并发症,尿崩症
罗阿丝虫病,并发症,心内膜炎
罗阿丝虫病,并发症,心包炎
流痰,并发症,肌肉萎缩
旅行者腹泻,并发症,结膜炎
肋骨骨髓炎,并发症,肘关节强直
旅行者腹泻,并发症,尿道炎
流注,并发症,脓肿
链杆菌病,并发症,肺脓肿
链杆菌病,并发症,支气管肺炎
慢性盆腔疼痛,并发症,肿胀
结核病,并发症,十二指肠结核
慢性血源性骨髓炎,并发症,骨折
慢性盆腔疼痛,并发症,头痛
旅行者腹泻,并发症,Reiter综合征
外阴溃疡,并发症,软下疳
淋巴结结节病,并发症,骨关节炎
良性肿瘤,并发症,恶性肿瘤
卵巢病,并发症,急腹症
骨纤维肉瘤,并发症,骨折
股骨头骨折,并发症,骨关节炎
良性肿瘤,并发症,急腹症
骨纤维异样增殖症,并发症,骨折
梅克尔憩室,并发症,粘连性肠梗阻
股骨头骨折,并发症,缺血性坏死
股神经干性痛,并发症,肿胀
股骨转子间骨折,并发症,褥疮
肱骨上端骨骺分离,并发症,缺血性坏死
格斯特曼综合征,并发症,耳聋
格斯特曼综合征,并发症,共济失调
弓形体病,并发症,脑膜炎
慢性盆腔疼痛,并发症,子宫内膜异位症
弓形体病,并发症,肺炎
颅内静脉窦血栓形成,并发症,海绵窦血栓
先天性胆管囊状扩张,并发症,肝硬化
先天性胆管囊状扩张,并发症,胆结石
股骨髁上骨折,并发症,腘动脉损伤
新生儿脓疱疮,并发症,脑膜炎
新生儿脓疱疮,并发症,肺炎
新生儿水肿,并发症,败血症
先天性胆管囊状扩张,并发症,慢性胆囊炎
新生儿脓疱疮,并发症,败血症
新生儿脓疱疮,并发症,贫血
新生儿脓疱疮,并发症,腹泻
先天性胆管囊状扩张,并发症,腹膜炎
血管脂肪瘤,并发症,肝囊肿
先天性胆管囊状扩张,并发症,门静脉高压症
血友病甲,并发症,昏迷
血友病甲,并发症,脑出血
先天性胆管囊状扩张,并发症,胆管扩张症
小儿急性肾小球肾炎,并发症,慢性肾炎
胸锁关节脱位,并发症,吞咽困难
小儿急性肾小球肾炎,并发症,高血压脑病
小儿先天性卵巢发育不全,并发症,实体肿瘤的肾脏损害
肺包虫病,并发症,过敏性休克
细菌性心包炎,并发症,缩窄性心包炎
肺爆震伤,并发症,呼吸衰竭
肺爆震伤,并发症,肺炎
肺包虫病,并发症,麻疹
肺爆震伤,并发症,败血症
乏特壶腹周围癌,并发症,腹水
附睾炎,并发症,前列腺炎
乏特壶腹周围癌,并发症,贫血
Friedreich共济失调症,并发症,营养不良
非骨化性纤维瘤,并发症,骨折
腓骨近端骨折,并发症,腓总神经损伤
非霍奇金淋巴瘤,并发症,腹水
非霍奇金淋巴瘤,并发症,尿毒症
非霍奇金淋巴瘤,并发症,肠梗阻
非霍奇金淋巴瘤,并发症,白血病
阴道蚂蟥叮吸,并发症,阴道炎
阴道蚂蟥叮吸,并发症,外阴炎
医源性气管及主支气管损伤,并发症,肺炎
伊藤痣,并发症,脓毒症
医源性气管及主支气管损伤,并发症,肺脓肿
医用药物中毒所致的精神障碍,并发症,精神障碍
遗传性运动失调性多发性神经炎,并发症,肌肉萎缩
肺包虫病,并发症,纵隔脓肿
医源性多毛症,并发症,妇女多毛症
纵隔脓肿,并发症,气胸
遗传性凝血因子Ⅹ缺乏,并发症,水肿
遗传性凝血因子Ⅹ缺乏,并发症,肌肉萎缩
医源性多毛症,并发症,多毛症
枕颈关节损伤,并发症,瘫痪
遗传性异常纤维蛋白原血症,并发症,血栓形成
珠蛋白生成障碍性贫血视网膜病变,并发症,视网膜脱离
珠蛋白生成障碍性贫血视网膜病变,并发症,玻璃体积血
锥虫病,并发症,猝死
弥漫性血管内凝血,并发症,贫血
支原体尿路感染,并发症,附睾炎
锥虫病,并发症,肺栓塞
锥虫病,并发症,动脉瘤
锥虫病,并发症,血栓形成
中风后遗症,并发症,高血压
中风后遗症,并发症,褥疮
支原体尿路感染,并发症,前列腺炎
锥虫病,并发症,充血性心力衰竭
弥漫性血管内凝血,并发症,颅内出血
子宫恶性中胚叶混合瘤,并发症,腹痛
锥虫病,并发症,室性期前收缩
锥虫病,并发症,右束支传导阻滞
子宫恶性中胚叶混合瘤,并发症,腹水
弥漫性血管内凝血,并发症,腹痛
肢萎,并发症,肌肉萎缩
肢萎,并发症,肿胀
灼痛,并发症,肌肉萎缩
弥漫性血管内凝血,并发症,呼吸衰竭
弥漫性血管内凝血,并发症,恶心和呕吐
弥漫性血管内凝血,并发症,脑栓塞
灼痛,并发症,肿胀
弥漫性血管内凝血,并发症,昏迷
中气不足,并发症,胃下垂
黄褐斑,并发症,子宫肌瘤
海绵状血管瘤血小板减少综合征,并发症,鼻出血
海鱼分枝杆菌感染,并发症,脓毒症
黄褐斑,并发症,附件炎
脊髓出血性疾病,并发症,尿路感染
脊髓出血性疾病,并发症,褥疮
脊髓出血性疾病,并发症,肺炎
急性根尖周炎,并发症,肿胀
脊柱骨折,并发症,褥疮
肌筋膜炎,并发症,腰椎间盘突出
浆膜下肌瘤,并发症,急腹症
间质膀胱炎局限外阴炎和脱屑性阴道炎综合征,并发症,水肿
酒精中毒性精神障碍,并发症,营养不良
酒精中毒性精神障碍,并发症,便秘
晶状体溶解性青光眼,并发症,水肿
急性根尖周炎,并发症,根尖脓肿
海洛因肾脏病,并发症,败血症
海洛因肾脏病,并发症,淀粉样变性
煎厥,并发症,肾气不固
失荣,并发症,出血性疾病
肌筋膜炎,并发症,椎管狭窄
尸厥,并发症,猝死
尸厥,并发症,老年人心脏猝死
视网膜毛细血管血管瘤,并发症,白内障
视网膜毛细血管血管瘤,并发症,青光眼
肾虚腰痛,并发症,耳鸣
视网膜毛细血管血管瘤,并发症,视网膜脱离
上呼吸道感染,并发症,风湿热
耵聍栓塞,并发症,耳聋
胆管扩张症,并发症,胰腺炎
地图舌,并发症,舌病
多形红斑,并发症,败血症
胆管结石与胆管炎,并发症,感染性休克
单纯性牙周炎,并发症,牙周脓肿
上呼吸道感染,并发症,肾炎
肾虚腰痛,并发症,内热
胆道感染,并发症,胆囊炎
单纯性疱疹,并发症,黄疸
单纯性疱疹,并发症,单纯疱疹病毒感染症
单纯性疱疹,并发症,新生儿肝脾肿大
上呼吸道感染,并发症,肺炎
上呼吸道感染,并发症,支气管炎
肾虚腰痛,并发症,肾阳虚
上呼吸道感染,并发症,副鼻窦炎
视瞻昏渺,并发症,球后视神经炎
兽咬伤,并发症,细菌感染
肾虚腰痛,并发症,肾阴虚
阴道恶性苗勒管混合瘤,并发症,子宫内膜异位症
带状疱疹,并发症,昏迷
带状疱疹,并发症,病毒性脑膜炎
外阴阿米巴病,并发症,宫颈炎
低眼压性青光眼,并发症,蛛网膜炎
外伤性乳房血肿,并发症,脓肿
萎缩侧索硬化,并发症,营养不良
多种抽动综合征,并发症,强迫症
纹状体黑质变性,并发症,多重肺部感染
网膜扭转,并发症,恶心和呕吐
萎缩侧索硬化,并发症,截瘫
萎缩侧索硬化,并发症,肌肉萎缩
纹状体黑质变性,并发症,尿路感染
萎缩侧索硬化,并发症,痴呆
无菌性肋软骨炎,并发症,脓肿
外伤性脂肪坏死,并发症,血管炎
外源性变应性肺泡炎,并发症,呼吸衰竭
带状疱疹,并发症,脑膜炎
外源性变应性肺泡炎,并发症,肺心病
带状疱疹,并发症,恶心和呕吐
