entity1,entity2,relation
梅毒肾病,兔感染试验,相关检查
孟氏骨折,骨与关节MRI检查,相关检查
慢性阑尾炎,白细胞分类计数,相关检查
慢性阑尾炎,纤维结肠镜检查,相关检查
慢性劳损性颈背部筋膜纤维织炎,腰背部麻醉试验,相关检查
慢性阑尾炎,胃钡餐造影,相关检查
慢性阑尾炎,血常规,相关检查
慢性阑尾炎,十二指肠钡餐造影,相关检查
月经过多,孕酮(P),相关检查
慢性阑尾炎,闭孔内肌试验,相关检查
阻塞性肺气肿,肺活量（VC）,相关检查
阻塞性肺气肿,胸部平片,相关检查
阻塞性肺气肿,肺功能检查,相关检查
小儿碘缺乏病,甲状腺B型超声检查,相关检查
阻塞性肺气肿,肺容量测定,相关检查
阻塞性肺气肿,最大呼气流量-容积曲线（MEFV）,相关检查
阻塞性肺气肿,无效腔气量／潮气量比值,相关检查
小儿癫痫发作诱发失语综合征,脑血管造影,相关检查
阻塞性肺气肿,肺泡气-动脉血氧分压差,相关检查
小儿癫痫发作诱发失语综合征,脑电图检查,相关检查
小儿癫痫发作诱发失语综合征,颅脑CT检查,相关检查
足舟状骨骨软骨病,CT检查,相关检查
足舟状骨骨软骨病,四肢的骨和关节平片,相关检查
姿态性腰腿痛,骨密度测定,相关检查
小儿低钠血症,血液检查,相关检查
小儿低钠血症,心电图,相关检查
小儿低钠血症,颅脑CT检查,相关检查
阻塞性肺气肿,残气量／肺总量比值（RV/TLC）,相关检查
阻塞性肺气肿,残气量（RV）,相关检查
阻塞性肺气肿,肺通气功能,相关检查
小儿癫痫发作诱发失语综合征,脑电图棘波,相关检查
小儿低钠血症,血液酸碱度（pH）,相关检查
直肠内异物,腹部平片,相关检查
直肠内异物,肛门指检,相关检查
直肠内异物,直肠镜检查,相关检查
坐骨直肠窝脓肿,腹部平片,相关检查
坐骨直肠窝脓肿,尿常规,相关检查
坐骨直肠窝脓肿,白细胞计数（WBC）,相关检查
直肠内异物,尿常规,相关检查
直肠重复畸形,直肠指检,相关检查
直肠内异物,血常规,相关检查
坐骨直肠窝脓肿,直肠指检,相关检查
直肠重复畸形,腹部透视,相关检查
直肠重复畸形,肠镜,相关检查
小儿低钠血症,肾功能检查,相关检查
小儿低钠血症,血液电解质检查,相关检查
坐骨直肠窝脓肿,血常规,相关检查
胃溃疡,CT检查,相关检查
胃溃疡,内镜检查,相关检查
胃溃疡,上消化道X线钡餐,相关检查
胃溃疡,胃液颜色,相关检查
外阴恶性横纹肌样瘤,免疫病理检查,相关检查
外阴恶性横纹肌样瘤,肿瘤标志物检测,相关检查
维生素D缺乏病,CT检查,相关检查
外阴恶性横纹肌样瘤,免疫学检测,相关检查
维生素D缺乏病,血液生化六项检查,相关检查
维生素D缺乏病,骨碱性磷酸酶,相关检查
维生素D缺乏病,血常规,相关检查
胃溃疡,尿胃蛋白酶,相关检查
胃溃疡,抗胃壁细胞抗体（APCA）,相关检查
维斯科特-奥尔德里奇综合征,免疫学检测,相关检查
维斯科特-奥尔德里奇综合征,血液检查,相关检查
维斯科特-奥尔德里奇综合征,血常规,相关检查
维生素D缺乏病,尿钙定性试验,相关检查
胃神经纤维瘤,胃镜,相关检查
维生素D缺乏病,维生素D（VitD）,相关检查
胃神经纤维瘤,血常规,相关检查
维生素D缺乏病,粪钙,相关检查
维生素D缺乏病,尿钙(Ca2+,相关检查
维生素D缺乏病,粪便磷酸盐,相关检查
胃憩室,细胞组织化学染色,相关检查
维生素D缺乏病,粪便钙,相关检查
胃憩室,免疫病理检查,相关检查
胃憩室,胃钡餐造影,相关检查
胃憩室,胃镜,相关检查
痔疮,直肠镜检查,相关检查
痔疮,肛门视诊,相关检查
胃憩室,造影检查,相关检查
痔疮,肛门指检,相关检查
胃溃疡,胃镜,相关检查
痔疮,粪便血液,相关检查
胃溃疡,胃钡餐造影,相关检查
子宫脱垂,三合诊,相关检查
子宫脱垂,双合诊,相关检查
胃神经纤维瘤,基础胃液分泌量/最大胃酸排量,相关检查
子宫脱垂,妇科超声检查,相关检查
子宫脱垂,宫颈检查,相关检查
胃溃疡,抗胃壁细胞抗体,相关检查
姿态性腰腿痛,脊椎平片,相关检查
足舟状骨骨软骨病,骨密度测定,相关检查
小儿癫痫发作诱发失语综合征,肌电图,相关检查
小儿癫痫发作诱发失语综合征,颅脑MRI检查,相关检查
胃憩室,纤维胃镜,相关检查
小儿蛋白质-能量营养不良,心电图,相关检查
小儿蛋白质-能量营养不良,血常规,相关检查
小儿蛋白质-能量营养不良,二维超声心动图,相关检查
胃憩室,基础胃液分泌量/最大胃酸排量,相关检查
胃溃疡,纤维胃镜,相关检查
姿态性腰腿痛,腰背痛体格检查,相关检查
姿态性腰腿痛,腰部活动度,相关检查
小儿蛋白质-能量营养不良,4-胫脯氨酸,相关检查
小儿蛋白质-能量营养不良,胫化酶谷氨酸,相关检查
小儿蛋白质-能量营养不良,必需氨基酸,相关检查
小儿蛋白质-能量营养不良,血清运铁蛋白（Tf）,相关检查
小儿蛋白质-能量营养不良,谷酰氨检测,相关检查
子宫息肉,宫腔镜,相关检查
子宫息肉,妇科超声检查,相关检查
小儿蛋白质-能量营养不良,血清运铁蛋白,相关检查
小儿蛋白质-能量营养不良,氨基酸测定,相关检查
子宫破裂,腹腔穿刺,相关检查
子宫破裂,产科检查,相关检查
小儿喘息样支气管炎,便常规,相关检查
小儿喘息样支气管炎,胸部CT检查,相关检查
小儿喘息样支气管炎,血常规,相关检查
小儿喘息样支气管炎,胸部平片,相关检查
小儿喘息样支气管炎,肺部检查,相关检查
小儿喘息样支气管炎,血清免疫球蛋白测定,相关检查
子宫息肉,刮宫检查,相关检查
子宫息肉,妇科检查,相关检查
子宫息肉,宫颈刮片（TCT）,相关检查
小儿低氯性氮质血症综合征,心电图,相关检查
小儿低氯性氮质血症综合征,血液电解质检查,相关检查
小儿低氯性氮质血症综合征,血液酸碱度（pH）,相关检查
小儿低氯性氮质血症综合征,颅脑CT检查,相关检查
小儿低氯性氮质血症综合征,尿肌酐（Ucr）,相关检查
小儿低氯性氮质血症综合征,滤过钠排泄分数ＦＥＮa,相关检查
地方性克汀病,甲状腺显像,相关检查
地方性克汀病,尿碘,相关检查
骶骨骨折,CT检查,相关检查
地方性克汀病,抗甲状腺球蛋白抗体,相关检查
地方性克汀病,抗甲状腺抗体,相关检查
骶骨骨折,病理反射检查,相关检查
迪格奥尔格综合征,颅脑CT检查,相关检查
迪格奥尔格综合征,血液电解质检查,相关检查
单眼双下转肌麻痹,眼位检查法,相关检查
地方性克汀病,甲状腺吸碘率试验,相关检查
单眼双下转肌麻痹,眼科检查,相关检查
单眼双下转肌麻痹,眼球运动检查,相关检查
胆道运动功能障碍,逆行胰胆管造影（ERCP）,相关检查
胆道运动功能障碍,胆道运动功能检测,相关检查
地方性克汀病,甲状腺素(T4),相关检查
胆囊良性肿瘤,超声内镜检查,相关检查
胆道运动功能障碍,直接胆红素/间接胆红素比值,相关检查
胆囊类癌,胆囊触诊,相关检查
胆囊良性肿瘤,口服法胆道造影,相关检查
胆囊良性肿瘤,肝、胆、脾CT检查,相关检查
大骨节病,四肢的骨和关节平片,相关检查
胆囊良性肿瘤,口服胆囊造影,相关检查
胆道运动功能障碍,口服胆囊造影,相关检查
胆道运动功能障碍,总胆红素（TBIL,相关检查
骨盆骨折,四肢的骨和关节平片,相关检查
骨盆骨折,骨与关节MRI检查,相关检查
骨盆骨折,骨关节及软组织CT检查,相关检查
骨盆骨折,骨盆挤压试验,相关检查
大骨节病,风湿病化验检查项目,相关检查
胆囊良性肿瘤,胆囊胆道B超检查,相关检查
大骨节病,血清硒(Se),相关检查
大骨节病,类风湿因子（RF）,相关检查
胆囊良性肿瘤,静脉胆道造影,相关检查
胆囊类癌,胆囊胆道B超检查,相关检查
胆囊类癌,口服胆囊造影,相关检查
胆囊类癌,血液检查,相关检查
单眼双下转肌麻痹,肌电图,相关检查
单眼双下转肌麻痹,视力,相关检查
骶骨骨折,骨与关节MRI检查,相关检查
迪格奥尔格综合征,心血管造影,相关检查
迪格奥尔格综合征,脑电图检查,相关检查
外阴黑色棘皮症,皮损,相关检查
外阴黑色棘皮症,免疫病理检查,相关检查
外阴黑色棘皮症,血液生化六项检查,相关检查
外阴黑色棘皮症,皮肤涂片显微镜检查,相关检查
迪格奥尔格综合征,羊水细胞培养染色体检查,相关检查
外阴横纹肌肉瘤,盆腔和阴道B超,相关检查
胆道运动功能障碍,经皮经肝胆道造影术,相关检查
外阴黑色棘皮症,胰岛细胞抗体,相关检查
外阴横纹肌肉瘤,肿瘤标志物检测,相关检查
大骨节病,血清谷胱甘肽过氧化物酶,相关检查
股骨干骨折,四肢的骨和关节平片,相关检查
外阴横纹肌肉瘤,宫腔镜,相关检查
外阴横纹肌肉瘤,盆腔CT检查,相关检查
外阴黑色素瘤,免疫学检测,相关检查
外阴黑色素瘤,免疫病理检查,相关检查
外阴黑色素瘤,便常规,相关检查
外阴汗腺腺癌,免疫病理检查,相关检查
外阴黑色素瘤,血常规,相关检查
骶骨骨折,骶髂关节检查法,相关检查
外阴横纹肌肉瘤,盆腔MRI检查,相关检查
股骨干骨折,克利曼征,相关检查
外阴汗腺腺癌,血常规,相关检查
外阴汗腺腺癌,阴道分泌物细胞学检查,相关检查
外阴汗腺腺癌,肿瘤标志物检测,相关检查
外阴汗腺腺癌,盆腔CT检查,相关检查
外阴汗腺腺癌,腹部平片,相关检查
外阴恶性纤维组织细胞瘤,免疫病理检查,相关检查
骨囊肿,骨与关节MRI检查,相关检查
外阴恶性纤维组织细胞瘤,免疫学检测,相关检查
外阴恶性纤维组织细胞瘤,p53基因检测,相关检查
胆固醇脓胸,胸部透视,相关检查
淀粉样变病,便常规,相关检查
胆固醇脓胸,胸部平片,相关检查
外阴恶性纤维组织细胞瘤,血常规,相关检查
淀粉样变病,肌电图,相关检查
淀粉样变病,心电图,相关检查
胆固醇脓胸,痰液中晶体,相关检查
骨放线菌病,四肢的骨和关节平片,相关检查
淀粉样变病,血常规,相关检查
淀粉样变病,尿常规,相关检查
骨放线菌病,骨与关节MRI检查,相关检查
骨放线菌病,X线碘油造影,相关检查
骨放线菌病,细菌学检验,相关检查
骨放线菌病,脓汁和创伤感染标本细菌学检查,相关检查
外阴恶性纤维组织细胞瘤,胰凝乳蛋白酶,相关检查
骨巨细胞瘤,骨与关节MRI检查,相关检查
骨放线菌病,骨关节及软组织CT检查,相关检查
骨放线菌病,血常规,相关检查
骨巨细胞瘤,四肢的骨和关节平片,相关检查
胆固醇脓胸,胸腔积液显微镜检查,相关检查
骨巨细胞瘤,骨关节及软组织CT检查,相关检查
胆囊平滑肌肉瘤,腹部透视,相关检查
胆囊平滑肌肉瘤,肿瘤标志物检测,相关检查
骨囊肿,四肢的骨和关节平片,相关检查
胆囊平滑肌肉瘤,口服胆囊造影,相关检查
胆囊平滑肌肉瘤,逆行胰胆管造影（ERCP）,相关检查
胆囊平滑肌肉瘤,腹部平片,相关检查
骨囊肿,X线碘油造影,相关检查
骨囊肿,免疫病理检查,相关检查
外阴恶性神经鞘瘤,免疫病理检查,相关检查
外阴恶性纤维组织细胞瘤,便常规,相关检查
外阴恶性纤维组织细胞瘤,肿瘤标志物检测,相关检查
骨囊肿,骨关节及软组织CT检查,相关检查
外阴恶性神经鞘瘤,免疫学检测,相关检查
外阴恶性神经鞘瘤,便常规,相关检查
外阴恶性神经鞘瘤,肿瘤标志物检测,相关检查
外阴恶性纤维组织细胞瘤,尿常规,相关检查
外阴恶性神经鞘瘤,p53基因检测,相关检查
外阴恶性神经鞘瘤,尿常规,相关检查
外阴恶性神经鞘瘤,血常规,相关检查
老年人炎症性肠病,肠镜,相关检查
老年人炎症性肠病,造影检查,相关检查
老年人炎症性肠病,CT检查,相关检查
老年人终末期肺炎,氧分压,相关检查
老年人终末期肺炎,体位,相关检查
老年人终末期肺炎,胸部平片,相关检查
老年人终末期肺炎,心电图,相关检查
股骨粗隆间骨折,四肢的骨和关节平片,相关检查
肛周脓肿,细菌学检验,相关检查
肛周脓肿,白细胞计数（WBC）,相关检查
肛周脓肿,便常规,相关检查
肛周脓肿,肛门指检,相关检查
骨盆直肠脓肿,便常规,相关检查
肛周脓肿,肛门视诊,相关检查
骨盆直肠脓肿,直肠镜检查,相关检查
骨盆直肠脓肿,直肠指检,相关检查
蔬菜皮炎,皮肤斑贴实验,相关检查
蔬菜皮炎,皮肤颜色,相关检查
骨盆直肠脓肿,血常规,相关检查
视神经撕脱,眼底检查,相关检查
视网膜震荡,眼科检查,相关检查
肾性骨病,四肢的骨和关节平片,相关检查
输卵管卵巢脓肿,妇科超声检查,相关检查
视网膜震荡,眼底镜检查法,相关检查
肾性骨病,血清无机磷,相关检查
输卵管卵巢脓肿,癌抗原125（CA125）,相关检查
神经皮肤综合征,CT检查,相关检查
神经皮肤综合征,核磁共振成像(MRI),相关检查
视神经撕脱,眼及眶区CT检查,相关检查
视神经撕脱,眼科检查,相关检查
肾性骨病,碱性磷酸酶(ALP,相关检查
色素性皮肤病,皮肤涂片显微镜检查,相关检查
睡眠-觉醒节律障碍,心电图,相关检查
色素性皮肤病,皮肤真菌镜检,相关检查
视网膜震荡,眼底荧光血管造影,相关检查
色素性皮肤病,皮肤弹性检查,相关检查
色素性皮肤病,皮肤颜色,相关检查
肱骨外髁颈骨折,四肢与关节运动功能,相关检查
蔬菜皮炎,皮肤弹性检查,相关检查
肱骨外髁颈骨折,四肢CT检查,相关检查
肱骨外髁颈骨折,四肢的骨和关节平片,相关检查
龙线虫病,血液检查,相关检查
蔬菜皮炎,皮肤病的物理检查,相关检查
佝偻病,维生素,相关检查
手足综合症,血常规,相关检查
手足综合症,尿常规,相关检查
流感嗜血杆菌脑膜炎,头颅平片,相关检查
佝偻病,骨碱性磷酸酶,相关检查
流感嗜血杆菌脑膜炎,涂片,相关检查
佝偻病,维生素D,相关检查
隆突性皮肤纤维肉瘤,皮损,相关检查
佝偻病,四肢的骨和关节平片,相关检查
流感嗜血杆菌感染,酶联免疫吸附试验,相关检查
流感嗜血杆菌感染,血凝试验,相关检查
流感嗜血杆菌感染,胸部平片,相关检查
流感嗜血杆菌感染,涂片,相关检查
流感嗜血杆菌感染,血常规,相关检查
流感嗜血杆菌肺炎,胸部平片,相关检查
佝偻病,脑脊液无机磷,相关检查
老年人自发性气胸,胸部平片,相关检查
流感嗜血杆菌感染,痰培养,相关检查
佝偻病,尿氯,相关检查
老年人自发性气胸,CT检查,相关检查
流感嗜血杆菌脑膜炎,荚膜肿胀试验,相关检查
流感嗜血杆菌肺炎,血清腺苷脱氨酶,相关检查
流感嗜血杆菌感染,荚膜肿胀试验,相关检查
流感嗜血杆菌肺炎,荚膜肿胀试验,相关检查
磷脂酰胆碱-胆固醇酰基转移酶缺乏,血液检查,相关检查
淋球菌性结膜炎,角膜内皮细胞计数仪,相关检查
老年人自发性气胸,胸腔镜检查,相关检查
淋球菌性结膜炎,角膜病灶刮片,相关检查
淋球菌性结膜炎,结膜的检查,相关检查
磷脂酰胆碱-胆固醇酰基转移酶缺乏,血清卵磷脂-胆固醇酰基转移酶,相关检查
淋球菌性结膜炎,角膜检查,相关检查
淋球菌性结膜炎,淋球菌免疫学检测,相关检查
淋球菌性结膜炎,淋球菌抗体检测,相关检查
磷脂酰胆碱-胆固醇酰基转移酶缺乏,涂片,相关检查
淋球菌性结膜炎,血常规,相关检查
劳力性心绞痛,心电图,相关检查
淋球菌性腹膜炎,腹腔穿刺,相关检查
立氏立克次体斑疹热,脑脊液检查-化学检查-蛋白质检查,相关检查
立氏立克次体斑疹热,凝血酶时间,相关检查
立氏立克次体斑疹热,血常规,相关检查
立氏立克次体斑疹热,补体结合试验,相关检查
磷脂酰胆碱-胆固醇酰基转移酶缺乏,高密度脂蛋白胆固醇,相关检查
淋球菌性腹膜炎,氧化酶试验,相关检查
立氏立克次体斑疹热,皮疹,相关检查
淋球菌性腹膜炎,涂片,相关检查
淋球菌性腹膜炎,血常规,相关检查
肺-胸膜阿米巴病,痰液病原体检查,相关检查
肺-胸膜阿米巴病,胸部平片,相关检查
非特异性阴道炎,妇科检查,相关检查
淋球菌性腹膜炎,腹部平片,相关检查
非特异性阴道炎,妇科超声检查,相关检查
非特异性阴道炎,血常规,相关检查
风湿性关节炎,四肢的骨和关节平片,相关检查
劳力性心绞痛,心血管MRI检查,相关检查
劳力性心绞痛,心血管疾病的超声诊断,相关检查
风湿性关节炎,红细胞沉降率(ESR),相关检查
风湿性关节炎,风湿病化验检查项目,相关检查
风湿性关节炎,类风湿因子,相关检查
劳力性心绞痛,心血管造影,相关检查
非特异性阴道炎,尿常规,相关检查
风湿性关节炎,抗血小板膜糖蛋白自身抗体,相关检查
腹股沟直疝（疝气）,腹部MRI检查,相关检查
腹股沟直疝（疝气）,腹部CT,相关检查
腹股沟直疝（疝气）,尿常规,相关检查
腹股沟斜疝,腹部平片,相关检查
风湿性关节炎,血清铜（Cu2+,相关检查
腹股沟直疝（疝气）,血常规,相关检查
附睾炎,血常规,相关检查
附睾炎,精液细菌,相关检查
附睾炎,尿常规,相关检查
乏特壶腹周围癌,肝脏超声检查,相关检查
附睾炎,精液肉毒碱,相关检查
附睾炎,男科计算器体层扫描 (CT),相关检查
乏特壶腹周围癌,血液检查,相关检查
乏特壶腹周围癌,肝、胆、胰、脾的MRI检查,相关检查
乏特壶腹周围癌,肝、胆、脾CT检查,相关检查
附睾炎,阴囊超声检查,相关检查
附睾炎,尿道分泌物检查,相关检查
非细菌性前列腺炎,尿常规,相关检查
乏特壶腹周围癌,内窥镜逆行胰胆管造影（ERCP）,相关检查
附睾炎,白细胞计数（WBC）,相关检查
非细菌性前列腺炎,白细胞计数（WBC）,相关检查
非细菌性前列腺炎,膀胱镜,相关检查
附睾炎,男科检查,相关检查
腹膜后血肿,腹部CT,相关检查
腹膜后血肿,腹部血管超声检查,相关检查
腹膜后血肿,白细胞计数（WBC）,相关检查
腹膜后血肿,腹部MRI检查,相关检查
非细菌性前列腺炎,前列腺B超检查,相关检查
乏特壶腹周围癌,总胆红素（TBIL,相关检查
腹膜后血肿,腹部平片,相关检查
附睾炎,前列腺、精囊腺的超声检查,相关检查
筋膜间隔区综合征,颅脑超声检查,相关检查
近视,视力,相关检查
非细菌性前列腺炎,前列腺液病原体,相关检查
肺包虫病,包虫病补体结合试验,相关检查
进行性骨干发育不良,尿羟脯氨酸,相关检查
肺包虫病,胸部CT检查,相关检查
肺包虫病,胸部平片,相关检查
金属引起的口腔黏膜疾病,尿常规,相关检查
近视,对数视力表,相关检查
近视,双色法试验,相关检查
进行性骨干发育不良,发育与体型,相关检查
进行性色素性紫癜性皮病,血常规,相关检查
金属引起的口腔黏膜疾病,血常规,相关检查
进行性色素性紫癜性皮病,皮疹,相关检查
筋膜间隔区综合征,白细胞计数（WBC）,相关检查
腹股沟斜疝,腹部CT,相关检查
进行性色素性紫癜性皮病,尿常规,相关检查
肺包虫病,寄生虫感染免疫检测,相关检查
腹股沟斜疝,腹部MRI检查,相关检查
粪瘘,血液检查,相关检查
粪瘘,胃肠道CT检查,相关检查
腹股沟直疝（疝气）,腹部平片,相关检查
腹股沟斜疝,透光试验,相关检查
粪瘘,胃肠道疾病的超声检查,相关检查
粪瘘,直肠镜检查,相关检查
金属引起的口腔黏膜疾病,血清汞（Hg）,相关检查
筋膜间隔区综合征,心内电生理检查,相关检查
金属性变色,真菌组织病理学,相关检查
腹股沟斜疝,腹股沟外环冲击试验,相关检查
粪瘘,粪瘘检测,相关检查
金属性变色,皮肤颜色,相关检查
金属性变色,皮肤涂片显微镜检查,相关检查
金黄色葡萄球菌性边缘性角膜炎,皮损,相关检查
玫瑰糠疹,皮损,相关检查
玫瑰糠疹,皮疹,相关检查
睫状体黑色素瘤,巩膜透照,相关检查
甲状腺血管瘤,血管造影,相关检查
甲状腺血管瘤,甲状腺、甲状旁腺的超声检查,相关检查
进行性肌营养不良症,尿肌酸,相关检查
颈肩痛,颈部MRI检查,相关检查
进行性肌营养不良症,肌电图,相关检查
慢性喉炎,耳、鼻、咽拭子细菌培养,相关检查
慢性喉炎,耳鼻咽喉CT检查,相关检查
玫瑰糠疹,瓦色曼化反应,相关检查
慢性干燥性鼻炎,前鼻镜检查,相关检查
进行性肌营养不良症,X染色质,相关检查
慢性咽炎,耳、鼻、咽拭子细菌培养,相关检查
甲状腺血管瘤,平面显像,相关检查
面神经瘤,神经系统检查,相关检查
膜性口炎,涂片,相关检查
面神经瘤,肌电图,相关检查
面神经瘤,颅脑CT检查,相关检查
慢性喉炎,间接鼻咽镜,相关检查
膜性口炎,血常规,相关检查
慢性单纯性鼻炎,鼻部检查,相关检查
慢性单纯性鼻炎,耳、鼻、咽拭子细菌培养,相关检查
慢性干燥性鼻炎,鼻中隔,相关检查
慢性单纯性鼻炎,鼻腔内镜检查,相关检查
进行性肌营养不良症,心电图,相关检查
磨损,口腔内窥镜,相关检查
毛舌,耳、鼻、咽拭子细菌培养,相关检查
进行性肌营养不良症,核磁共振成像(MRI),相关检查
面神经瘤,面神经的味觉检查,相关检查
磨损,口腔X光片检查,相关检查
面神经瘤,面神经的运动检查,相关检查
慢性单纯性鼻炎,鼻部功能检查,相关检查
慢性上颌窦炎,鼻部检查,相关检查
慢性上颌窦炎,耳鼻咽喉CT检查,相关检查
阴疮,皮肤病的物理检查,相关检查
阴疮,皮肤涂片显微镜检查,相关检查
慢性化脓性腮腺炎,血常规,相关检查
阴疮,阴道分泌物检查,相关检查
慢性筛窦炎,鼻部检查,相关检查
进行性肌营养不良症,鸭步检测,相关检查
慢性筛窦炎,鼻腔内镜检查,相关检查
慢性筛窦炎,耳鼻咽喉CT检查,相关检查
阴痹,CT检查,相关检查
阴痹,类风湿因子（RF）,相关检查
噫气,胃镜,相关检查
噫气,胃肠道功能动力学检查,相关检查
噫气,胃钡餐造影,相关检查
疫毒痢,便常规,相关检查
疫毒痢,粪便显微镜检查,相关检查
疫毒痢,血常规,相关检查
胰痈,胰脏触诊,相关检查
疫毒痢,粪细菌培养,相关检查
液脱,血浆渗透压（POP）,相关检查
液脱,血液电解质检查,相关检查
疫斑热,皮肤病的物理检查,相关检查
液脱,尿常规,相关检查
疫毒痢,粪便白细胞,相关检查
噫气,胃泡鼓音区,相关检查
噫气,胃运动功能测定,相关检查
噎膈,食管钡餐透视,相关检查
肛乳头炎,血液检查,相关检查
肛乳头炎,便常规,相关检查
肛乳头炎,肛门指检,相关检查
腰椎间盘突出,踝反射,相关检查
小儿播散性血管内凝血,心电图,相关检查
小儿播散性血管内凝血,凝血酶时间,相关检查
小儿播散性血管内凝血,D-二聚体,相关检查
小儿播散性血管内凝血,血小板计数（PLT）,相关检查
小儿播散性血管内凝血,纤溶酶,相关检查
小儿播散性血管内凝血,凝血酶原时间（PT）,相关检查
小儿播散性血管内凝血,凝血时间,相关检查
噎膈,上消化道内窥镜检查,相关检查
小儿出血性疾病,凝血时间,相关检查
小儿巴特综合征,心电图,相关检查
慢性化脓性腮腺炎,腮腺炎病毒抗体,相关检查
小儿巴特综合征,肾功能检查,相关检查
小肠血管瘤,血管造影,相关检查
小儿播散性血管内凝血,蛋白C,相关检查
小肠血管瘤,纤维结肠镜检查,相关检查
小肠血管瘤,内镜检查,相关检查
小肠血管瘤,造影检查,相关检查
小肠结肠炎耶尔森菌肠炎,痰液细菌培养,相关检查
小儿播散性血管内凝血,复钙时间,相关检查
小儿巴特综合征,血管紧张素Ⅱ,相关检查
小肠结肠炎耶尔森菌肠炎,血液及骨髓细菌培养,相关检查
小肠结肠炎耶尔森菌肠炎,血小板相关免疫球蛋白（PAIgG、PAIgA、PAIgM）,相关检查
小肠结肠炎耶尔森菌肠炎,便常规,相关检查
小肠结肠炎耶尔森菌肠炎,尿常规,相关检查
小肠结肠炎耶尔森菌肠炎,脑脊液细菌培养,相关检查
小儿播散性血管内凝血,纤维蛋白肽A,相关检查
小儿出血性疾病,凝血酶原消耗试验,相关检查
小儿巴特综合征,尿钾,相关检查
小儿Alstrom综合征,静脉肾盂造影（IVP）,相关检查
小儿Alstrom综合征,眼底检查,相关检查
视网膜裂孔,眼科检查,相关检查
小儿Alstrom综合征,听力检查,相关检查
视网膜裂孔,视网膜检影法,相关检查
肛乳头炎,直肠镜检查,相关检查
小儿出血性疾病,凝血酶时间,相关检查
小儿Alstrom综合征,羊水生化检查,相关检查
小儿出血性疾病,维生素K,相关检查
小儿出血性疾病,出血时间,相关检查
小儿出血性疾病,CT检查,相关检查
小儿出血性疾病,纤溶酶,相关检查
噎膈,上消化道X线钡餐,相关检查
小儿出血性疾病,血常规,相关检查
噎膈,食管造影,相关检查
腰椎间盘突出,肌电图,相关检查
小儿出血性疾病,纤维蛋白肽A,相关检查
小儿出血性疾病,毛细血管脆性试验,相关检查
腰椎间盘突出,脊柱活动度,相关检查
腰椎间盘突出,拉塞格征,相关检查
腰椎间盘突出,脊柱椎体平扫,相关检查
腰椎间盘突出,抬腿试验,相关检查
杨梅疮,皮肤病的物理检查,相关检查
腰椎间盘突出,鞠躬试验,相关检查
杨梅疮,皮肤真菌镜检,相关检查
杨梅疮,皮肤涂片显微镜检查,相关检查
杨梅疮,脓汁和创伤感染标本细菌学检查,相关检查
腰椎间盘突出,布拉加尔征,相关检查
腰椎间盘突出,胸腹部垫枕试验,相关检查
小儿病毒感染性口炎,涂片,相关检查
小儿病毒感染性口炎,便常规,相关检查
小儿病毒感染性口炎,皮肤涂片显微镜检查,相关检查
小儿病毒感染性口炎,脑电图检查,相关检查
小儿病毒感染性口炎,单纯疱疹病毒抗体,相关检查
小儿病毒感染性口炎,免疫病理检查,相关检查
小儿病毒感染性口炎,皮疹,相关检查
疫斑热,便常规,相关检查
疫斑热,皮肤涂片显微镜检查,相关检查
疫斑热,皮肤斑贴实验,相关检查
溢饮,肾功能检查,相关检查
疫斑热,皮肤真菌镜检,相关检查
腰椎间盘突出,脊柱压痛与叩击痛,相关检查
疫斑热,尿常规,相关检查
疫斑热,血常规,相关检查
溢饮,心电图,相关检查
溢饮,游离甲状腺素（FT4）,相关检查
溢饮,血常规,相关检查
胰痈,胃镜,相关检查
胰痈,腹部平片,相关检查
胰痈,胰腺疾病超声诊断,相关检查
溢饮,尿常规,相关检查
阴痹,类风湿因子,相关检查
阴痹,抗类风湿性关节炎33抗体,相关检查
阴痹,类风湿相关核抗原(RANA)抗体,相关检查
胰痈,胰腺的CT检查,相关检查
线粒体脑肌病,肌电图,相关检查
先天性肌缺如,便常规,相关检查
海洛因肾脏病,血液检查,相关检查
黄褐斑,肾功能检查,相关检查
先天性眼球震颤,色觉,相关检查
先天性眼球震颤,视力,相关检查
海绵状血管瘤血小板减少综合征,涂片,相关检查
海绵状血管瘤血小板减少综合征,出血时间,相关检查
海绵状血管瘤血小板减少综合征,心电图,相关检查
海绵状血管瘤血小板减少综合征,骨髓象分析,相关检查
海鱼分枝杆菌感染,皮损,相关检查
海鱼分枝杆菌感染,涂片,相关检查
海鱼分枝杆菌感染,细胞组织化学染色,相关检查
海鱼分枝杆菌感染,免疫病理检查,相关检查
海鱼分枝杆菌感染,结核菌素试验（OT,相关检查
先天性眼球震颤,眼底检查,相关检查
先天性眼球震颤,裂隙灯,相关检查
海洛因肾脏病,尿沉渣,相关检查
先天性眼球震颤,眼球运动检查,相关检查
汗管棘皮瘤,涂片,相关检查
汗管棘皮瘤,皮损,相关检查
先天性眼球震颤,眼震电图描记法,相关检查
寒冷性脂膜炎,涂片,相关检查
寒冷性脂膜炎,细胞组织化学染色,相关检查
寒冷性脂膜炎,免疫病理检查,相关检查
汉坦病毒肺综合征,支气管镜检查,相关检查
先天性眼球震颤,血清锰（Mn）,相关检查
先天性眼球震颤,血清铜,相关检查
汉德-许勒尔-克思斯琴病,CT检查,相关检查
