entity1,relation,entity2
脊柱生理弯曲消失,相关症状,脊柱退变
脊柱生理弯曲消失,相关症状,咳嗽
脊柱生理弯曲消失,相关症状,肋间神经痛
脊柱生理弯曲消失,相关症状,瘫痪
脊柱生理弯曲消失,相关症状,头晕
脊柱生理弯曲消失,相关症状,胀痛
记忆力消失,相关症状,意识障碍
石骨症,相关症状,慢性贫血
石骨症,相关症状,脾肿大
实火,相关症状,目赤
实火,相关症状,头痛
食道病变,相关症状,食欲不振
食道病变,相关症状,吞咽困难
实脉,相关症状,疲乏
实脉,相关症状,脾虚
季节性浅红斑片,相关症状,鳞屑
季节性浅红斑片,相关症状,皮炎
季节性浅红斑片,相关症状,丘疹
食道粘膜水肿充血,相关症状,吞咽困难
食道粘膜水肿充血,相关症状,吞咽障碍
食管闭锁,相关症状,流涎
食管闭锁,相关症状,唾液分泌增多
食管壁纤维化,相关症状,吞咽痛
食管壁纤维化,相关症状,咽痛
继发性肥胖,相关症状,智力减低
继发性便秘,相关症状,便秘
继发性不孕,相关症状,肥胖
季节性情绪抑郁,相关症状,忧郁
继发性癫痫,相关症状,尿失禁
继发感染,相关症状,腹痛
继发感染,相关症状,腹泻
继发感染,相关症状,咳嗽
食管出血,相关症状,便血
食管出血,相关症状,吐血痰
季节性手脱皮,相关症状,鳞屑
继发性高血压,相关症状,血压高
食管反流症状,相关症状,喘息
食管反流症状,相关症状,夜间咳嗽
食管对称性膨大,相关症状,吞咽困难
食管间隙形成肿块,相关症状,吞咽困难
食管溃疡,相关症状,反胃
食管溃疡,相关症状,食管出血
食管溃疡,相关症状,食管瘘
继发性失眠,相关症状,心悸
继发性纤溶功能增强,相关症状,紧张
继发性视神经萎缩,相关症状,视力下降
食管梗阻,相关症状,流涎
食管梗阻,相关症状,吞咽困难
食管恶性病变,相关症状,慢性贫血
食管恶性病变,相关症状,无力
食管恶性病变,相关症状,消瘦
食管痉挛,相关症状,吞咽发呛
食管痉挛,相关症状,吞咽困难
食管痉挛,相关症状,呕吐
甲亢面容,相关症状,烦躁不安
甲亢面容,相关症状,紧张
夹层血肿,相关症状,吞咽困难
颊部脂肪消失呈老年人面容,相关症状,失水
继发性闭经,相关症状,乏力
继发性闭经,相关症状,气短
继发性闭经,相关症状,头晕
继发性闭经,相关症状,心悸
食管扩张,相关症状,憩室出血
食管扩张,相关症状,消化道憩室
食管腔梗阻,相关症状,咳嗽
食管腔梗阻,相关症状,胸闷憋气
食管气管瘘,相关症状,食管出血
食管气管瘘,相关症状,食管瘘
食管黏膜呈管型剥脱,相关症状,频繁呕吐及便秘
食管腔狭窄,相关症状,呕吐
食管腔狭窄,相关症状,食管腔梗阻
食管蠕动差扩张及梨状窝钡剂滞留,相关症状,消化不良
甲亢危象,相关症状,疲劳
甲身凹沟,相关症状,肝气郁结
甲下出血,相关症状,皮下血肿
甲胎蛋白增高,相关症状,疲劳
甲周炎,相关症状,脓肿
甲状旁腺功能亢进,相关症状,心动过速
甲状旁腺功能亢进,相关症状,心慌
甲皱毛细血管袢数减少,相关症状,高热
甲皱毛细血管袢数减少,相关症状,头痛
食管体平滑肌部分蠕动停止,相关症状,消化不良
食管体平滑肌部分蠕动停止,相关症状,呕吐
甲状旁腺机能减退,相关症状,皮肤干燥
甲营养不良,相关症状,指甲营养障碍
食管蠕动功能减弱,相关症状,消化管蠕动不协调
食管蠕动功能减弱,相关症状,消化不良
食管瘘,相关症状,腹痛
食管瘘,相关症状,右上腹痛
食管下段静脉曲张,相关症状,便血
食管下括约肌张力下降,相关症状,吞咽困难
食管下括约肌张力下降,相关症状,呕吐
食管下括约肌张力下降,相关症状,烧心
食管重复,相关症状,呼吸困难
食管重复,相关症状,发绀
食管重复,相关症状,便血
食管重复,相关症状,咯血
食量增加,相关症状,肥胖
食量增加,相关症状,消化不良
甲状腺功能低下,相关症状,头痛
甲状腺功能低下,相关症状,反应迟钝
甲状腺功能低下,相关症状,头晕
甲状腺功能低下,相关症状,嗜睡
食积口臭,相关症状,口臭
甲状软骨下可触及异物撞击震动感,相关症状,咳嗽
甲状软骨下可触及异物撞击震动感,相关症状,高热
食管左壁形成压足跡,相关症状,食管出血
甲状腺机能亢进,相关症状,疲乏
甲状腺机能亢进,相关症状,紧张
甲状腺机能亢进,相关症状,无力
甲状腺肿大,相关症状,呼吸困难
甲状腺肿大,相关症状,吞咽困难
假结核结节,相关症状,便血
假结核结节,相关症状,低热
假结核结节,相关症状,腹痛
假结核结节,相关症状,腹泻
假结核结节,相关症状,肝肿大
假结核结节,相关症状,静脉曲张
假结核结节,相关症状,门脉高压
假结核结节,相关症状,脾功能亢进
假结核结节,相关症状,硬化
甲状腺扪及光滑坚实的椭圆形结节,相关症状,心动过速
甲状腺扪及光滑坚实的椭圆形结节,相关症状,乏力
甲状腺扪及光滑坚实的椭圆形结节,相关症状,消瘦
继发性痛经,相关症状,乏力
继发性痛经,相关症状,头痛
继发性痛经,相关症状,头晕
食毛后导致的胃肠道症状,相关症状,便秘
食毛后导致的胃肠道症状,相关症状,腹痛
食毛后导致的胃肠道症状,相关症状,厌食
甲状腺肿,相关症状,高热
甲状腺肿,相关症状,甲状旁腺功能亢进
甲状腺肿,相关症状,结节
甲状腺肿,相关症状,水肿
甲状腺肿,相关症状,分娩后甲状腺肿大
甲状腺肿,相关症状,声音嘶哑
甲状腺肿,相关症状,缺碘
甲状腺肿,相关症状,痉挛性咳嗽
甲状腺肿,相关症状,呼吸困难
甲状腺肿,相关症状,失音
甲状腺肿,相关症状,麻痹
甲状腺肿,相关症状,厌食
寂静腹,相关症状,上腹部疼痛
食物误入气道,相关症状,窒息
食物误入气道,相关症状,呛咳
食物返流至鼻腔,相关症状,吞咽困难
假临产,相关症状,紧张
食欲减退,相关症状,食欲较差
食欲减退,相关症状,食欲不振
食欲减退,相关症状,溃疡
食欲不振,相关症状,厌食
食欲不振,相关症状,拒食
食欲不振,相关症状,食欲下降
食物过敏,相关症状,腹泻
食物过敏,相关症状,发热伴有腹痛、腹泻、恶心、呕吐
假菊形团结构,相关症状,头痛
假菊形团结构,相关症状,恶心
食物在胃的通过障碍,相关症状,腹胀
食物下咽时颈部有气过水声感,相关症状,呛咳
食物下咽时颈部有气过水声感,相关症状,饮水呛咳
假笑,相关症状,忧郁
假日心脏综合征,相关症状,疲劳
假期综合症,相关症状,抑郁
假期综合症,相关症状,烦躁不安
假期综合症,相关症状,焦虑
假声现象,相关症状,听觉障碍
假性前房积脓,相关症状,眼球突出
食欲下降,相关症状,食欲减退
食欲下降,相关症状,食欲较差
食欲下降,相关症状,食欲缺乏
食欲下降,相关症状,食欲异常
假牙疼痛,相关症状,恶心
假性幽门化生,相关症状,腹泻
假性幽门化生,相关症状,恶心
食欲较差,相关症状,食欲不振
食欲较差,相关症状,食欲缺乏
食欲较差,相关症状,食欲异常
假性宫缩,相关症状,腹痛
食欲缺乏,相关症状,食欲不振
食欲缺乏,相关症状,食欲减退
假性延髓性麻痹,相关症状,无力
假性延髓性麻痹,相关症状,进行性肌麻痹
假性延髓性麻痹,相关症状,颅神经麻痹
假性延髓性麻痹,相关症状,脑神经麻痹
假性延髓性麻痹,相关症状,气喘
食欲异常,相关症状,食欲不振
食欲异常,相关症状,食欲减退
假孕,相关症状,呕吐
假孕,相关症状,恶心
食指感觉消失,相关症状,拇食指捏物功能障碍
食指不明原因疼痛,相关症状,便秘
食指不明原因疼痛,相关症状,大便干燥
食指和中指僵硬痛麻,相关症状,手足麻木
食指和中指僵硬痛麻,相关症状,指（趾）麻木
食指半月甲呈粉红色,相关症状,甲状腺肿
食指半月甲呈粉红色,相关症状,血糖升高
食指半月甲呈粉红色,相关症状,甲状腺激素偏高
间歇性鼻阻塞,相关症状,焦虑
间歇性鼻阻塞,相关症状,头痛
间歇热,相关症状,发热伴尿频、尿急、尿痛、腰疼
间歇热,相关症状,心动过缓
尖头并指,相关症状,视力障碍
间歇性寒颤,相关症状,高热
间歇性跛行,相关症状,无力
间歇性跛行,相关症状,腰酸
间歇性失忆,相关症状,头痛
始基子宫,相关症状,无月经来潮
间歇性尿蛋白,相关症状,高热
间歇性耳痛,相关症状,恶心
间歇性耳痛,相关症状,听力减退
视近不能持久,相关症状,视近困难
始于眼部，扩张开来的面头痛,相关症状,呕吐
始于眼部，扩张开来的面头痛,相关症状,失眠头痛
视近困难,相关症状,近视散光
视近困难,相关症状,假性近视
肩膀酸疼,相关症状,弥漫性骨质疏松
间歇性头晕,相关症状,食欲不振
间歇性头晕,相关症状,头痛
间歇性头晕,相关症状,头晕
视觉识别障碍性眩晕,相关症状,恶心
视觉识别障碍性眩晕,相关症状,面色苍白
视觉识别障碍性眩晕,相关症状,呕吐
间歇性胃痛,相关症状,恶心
间歇性胃痛,相关症状,腹泻
间歇性胃痛,相关症状,胸闷
间歇性胃痛,相关症状,呕吐
间歇性血尿,相关症状,尿痛
肩背部肌肉痛,相关症状,关节酸痛
肩背部肌肉痛,相关症状,头晕
肩背部肌肉痛,相关症状,胸闷
视力视野改变,相关症状,促甲状腺激素释放激素缺乏
视力视野改变,相关症状,促甲状腺激素偏低
视力常呈雾状模糊感,相关症状,单眼突然出现一过性黑蒙
视力常呈雾状模糊感,相关症状,黑蒙
视觉失认,相关症状,认知功能损害
视觉失认,相关症状,认知功能障碍
视觉失认,相关症状,认知神经功能丧失
肩背痛,相关症状,背痛
视力障碍,相关症状,斜视性弱视
视力障碍,相关症状,眼花
视空间功能受损,相关症状,认知功能损害
视空间功能受损,相关症状,认知功能障碍
间歇性头痛,相关症状,头胀痛
肩臂外侧的感觉障碍和功能受限,相关症状,感觉障碍
视神经的原发性萎缩,相关症状,视力下降
视神经的原发性萎缩,相关症状,视力障碍
视乳头水肿,相关症状,视网膜水肿
视神经乳头苍白,相关症状,视力障碍
视神经乳头苍白,相关症状,视力常呈雾状模糊感
视神经萎缩,相关症状,继发性视神经萎缩
视神经萎缩,相关症状,视神经的原发性萎缩
视盘倾斜,相关症状,视力视野改变
视盘倾斜,相关症状,斜视性弱视
肩关节痛,相关症状,疲劳
肩部牵涉痛,相关症状,持续性剧烈的肩痛
肩部牵涉痛,相关症状,冻结肩
肩部牵涉痛,相关症状,钝痛
肩部牵涉痛,相关症状,颈肩痛
肩部牵涉痛,相关症状,咳嗽
肩部牵涉痛,相关症状,凝肩
肩部牵涉痛,相关症状,疲劳
肩部牵涉痛,相关症状,头昏
肩部牵涉痛,相关症状,无力
肩部牵涉痛,相关症状,胸痛
肩部牵涉痛,相关症状,休克
肩部牵涉痛,相关症状,眩晕
肩部牵涉痛,相关症状,夜间肩痛
肩部运动受限,相关症状,胀痛
肩关节活动受限,相关症状,剧烈疼痛
肩关节活动受限,相关症状,持续性疼痛
肩关节活动受限,相关症状,关节疼痛
肩关节活动受限,相关症状,冻结肩
肩部或肩胛区持续钝痛和深部钻刺样不适感,相关症状,持续性剧烈的肩痛
肩部或肩胛区持续钝痛和深部钻刺样不适感,相关症状,钝痛
肩部或肩胛区持续钝痛和深部钻刺样不适感,相关症状,放射性疼痛
肩部或肩胛区持续钝痛和深部钻刺样不适感,相关症状,肩部牵涉痛
肩部或肩胛区持续钝痛和深部钻刺样不适感,相关症状,肩周区弥散的钝痛及放射痛
肩部或肩胛区持续钝痛和深部钻刺样不适感,相关症状,肋间肩胛带疼痛
肩带肌、上肢和胸背部诸肌的肌无力和肌萎缩,相关症状,浅感觉减退或缺失
肩背部沉重感,相关症状,恶心
肩背部沉重感,相关症状,呕吐
视网膜Roth斑,相关症状,视物模糊
肩胛带和上肢疼痛,相关症状,无力
肩胛带“模拟瘫痪”,相关症状,腹泻
视网膜静脉纡曲怒张,相关症状,眼压升高
肩胛带的肌肉不发达,相关症状,紧张
视网膜脱离,相关症状,单眼失明
视网膜脱离,相关症状,视物模糊
视网膜动脉阻塞,相关症状,视网膜出血
视网膜动脉阻塞,相关症状,视网膜静脉纡曲怒张
视网膜水肿,相关症状,视物模糊
视网膜水肿,相关症状,眼底异常
视网膜水肿,相关症状,眼底改变
视网膜出血,相关症状,眼压升高
视网膜出血,相关症状,眼压突然迅速升高
视物变小,相关症状,视物变形
视物变形,相关症状,视物模糊
肩胛带肌肉萎缩,相关症状,无力
肩痛,相关症状,疲劳
肩胛骨酸痛,相关症状,肌肉酸痛
肩胛放射性疼痛,相关症状,肩关节活动受限
肩节后脱位,相关症状,肩背痛
肩周区弥散的钝痛及放射痛,相关症状,肩背痛
肩胛骨突出,相关症状,无力
肩周酸痛不适,相关症状,肌肉压痛
视野缺损,相关症状,视力视野改变
视野缺损,相关症状,视力下降
视野缺损,相关症状,视力障碍
视野缩小,相关症状,视力视野改变
视野缩小,相关症状,白色视野缺损
视野缩小,相关症状,视野缺损
缄默症,相关症状,焦虑
缄默症,相关症状,紧张
室性早搏,相关症状,晕厥
室性早搏,相关症状,黑蒙
视野向心性缩小,相关症状,视野缩小
视野向心性缩小,相关症状,视力视野改变
视野向心性缩小,相关症状,视野缺损
睑外翻,相关症状,充血
睑内翻,相关症状,畏光
睑内翻,相关症状,视力障碍
碱烧伤,相关症状,溃疡
健康线异常,相关症状,衰弱
睑结膜硬而扁平的乳头,相关症状,结膜充血
室上性心律失常,相关症状,心房游走性节律
室上性心律失常,相关症状,心率过缓
室上性心律失常,相关症状,心率不齐
睑缘呈横“S”形下垂,相关症状,视力障碍
室颤阈值降低,相关症状,心室扑动
室颤阈值降低,相关症状,心室纤颤
嗜睡,相关症状,发作性嗜睡和食欲亢进
嗜睡,相关症状,昏迷
嗜酒,相关症状,醉酒
嗜酒,相关症状,酒精中毒性偏执状态
嗜酒,相关症状,酒精中毒性幻觉症
睑结膜的巨大乳头,相关症状,流泪
睑结膜的巨大乳头,相关症状,瘙痒
健忘性失语,相关症状,紧张
嗜酸细胞增加,相关症状,免疫功能障碍
健忘,相关症状,腹胀
健忘,相关症状,多梦
腱反射消失,相关症状,感觉障碍
嗜酒性幻觉性精神错乱,相关症状,幻觉
嗜酒性幻觉性精神错乱,相关症状,躁狂
碱性磷酸酶增高,相关症状,乏力
腱反射异常,相关症状,无力
嗜红细胞综合征,相关症状,免疫功能障碍
嗜红细胞综合征,相关症状,肝脾肿大
嗜红细胞综合征,相关症状,全血细胞减少
室颤,相关症状,心室肥大
室颤,相关症状,心室扑动
收缩期反流性杂音,相关症状,心悸
收缩期反流性杂音,相关症状,心悸伴乏力、面色苍白
腱索断裂,相关症状,胸痛
腱或腱止点处增粗或钙化,相关症状,肌痛
腱鞘变干,相关症状,胀痛
浆液脓性分泌物,相关症状,尿痛
收缩期和舒张期杂音,相关症状,心音异常
嗜盐,相关症状,皮质功能减退
收缩期震颤,相关症状,二尖瓣返流
收缩期震颤,相关症状,二尖瓣脱垂
交叉腿,相关症状,焦虑
交叉腿,相关症状,紧张
收缩早期喀喇音,相关症状,心源性呼吸困难
收缩早期喀喇音,相关症状,心音异常
收缩早期喀喇音,相关症状,呼吸困难
收缩期杂音,相关症状,心悸
收缩期杂音,相关症状,心脏杂音
收缩期杂音,相关症状,胸痛
收缩压下降,相关症状,心动过缓
交叉注视,相关症状,斜视性弱视
讲话频率小，不能发高音,相关症状,紧张
交感神经代偿性亢进,相关症状,头痛
交感神经代偿性亢进,相关症状,耳鸣
交感神经代偿性亢进,相关症状,眩晕
交替使用双眼,相关症状,剥夺性弱视
交感神经高度紧张,相关症状,盗汗
交替脉,相关症状,无力
胶冻状便,相关症状,腹痛
胶冻状便,相关症状,腹泻
胶冻状便,相关症状,恶息、多泡味的白色粪便
胶冻状便,相关症状,肠鸣
胶冻状便,相关症状,黄色蛋花样稀便
胶冻状便,相关症状,灰白大便
胶冻状便,相关症状,水样便
胶冻状便,相关症状,脂肪痢
胶冻状便,相关症状,排便感
交替性暴食厌食,相关症状,吞咽困难
手臂肌肉萎缩,相关症状,手麻
手变短,相关症状,髋关节痛
手变短,相关症状,膝关节疼痛
焦虑,相关症状,心悸
焦虑,相关症状,心跳加快
焦虑,相关症状,面色潮红
焦虑,相关症状,紧张
焦虑,相关症状,惊恐发作
焦虑,相关症状,恐惧
焦虑,相关症状,呼吸困难
焦虑,相关症状,人格解体
焦虑,相关症状,社交恐惧
焦虑,相关症状,头昏
焦虑,相关症状,震颤
焦虑,相关症状,恶心
焦虑,相关症状,强迫症
焦虑,相关症状,寒战
焦虑,相关症状,窒息
手表皮深处的水疱,相关症状,皮肤干燥
手部功能完全丧失,相关症状,手无力不自觉的丢落持物
手部功能完全丧失,相关症状,持物不稳
手部功能完全丧失,相关症状,手部震颤
手部急性化脓性感染,相关症状,甲下出血
手部急性化脓性感染,相关症状,指或趾甲下裂片状出血
角弓反张,相关症状,乏力
角弓反张,相关症状,四肢抽搐
焦痂性烧伤,相关症状,烧灼性疼痛
焦虑性适应障碍,相关症状,抑郁
焦虑性适应障碍,相关症状,紧张
焦虑性适应障碍,相关症状,心悸
角弓反张位,相关症状,角弓反张
角弓反张位,相关症状,被动体位
角弓反张位,相关症状,意识丧失
角弓反张位,相关症状,腹肌紧张
角弓反张位,相关症状,强迫仰卧位
角弓反张位,相关症状,强迫侧卧位
角弓反张位,相关症状,心悸
角弓反张位,相关症状,衰弱
角弓反张位,相关症状,强迫停立位
角弓反张位,相关症状,强迫俯卧位
角弓反张位,相关症状,强迫蹲位
角弓反张位,相关症状,呼吸困难
角弓反张位,相关症状,端坐呼吸
角弓反张位,相关症状,猝死
角弓反张位,相关症状,辗转体位
角弓反张位,相关症状,发绀
角回受损,相关症状,精神障碍
角回受损,相关症状,头痛
角回受损,相关症状,定向力障碍
角回受损,相关症状,幻听
角回受损,相关症状,一氧化碳中毒
角回受损,相关症状,偏瘫
角回受损,相关症状,硬化
焦虑致胸口痛,相关症状,头晕
焦虑致胸口痛,相关症状,恶心
手唇震颤,相关症状,易激惹
手唇震颤,相关症状,言语增多
巩膜葡萄肿,相关症状,眼部胀痛
手抽筋,相关症状,乏力
手抽筋,相关症状,烦躁不安
手抽筋,相关症状,精神紧张
角结膜干燥症,相关症状,眼干
角结膜干燥症,相关症状,高热
手部震颤,相关症状,肌张力过高
手的搓丸样动作,相关症状,震颤
手的搓丸样动作,相关症状,震颤性肌强直，运动徐缓
手冻伤,相关症状,指甲冻伤
手冻伤,相关症状,手足肿胀
手冻伤,相关症状,手指冻肿
手的歪扭畸形,相关症状,拳状手畸形
手的歪扭畸形,相关症状,手抽筋
手的歪扭畸形,相关症状,猿手畸形
角膜表面三角形胬肉,相关症状,水肿
手机依赖症,相关症状,暴怒
手肌肉萎缩,相关症状,横纹肌溶解
角膜大小不等的透明水泡,相关症状,水泡
角膜反射迟钝,相关症状,昏迷
角膜干燥斑,相关症状,皮肤干燥
角膜晶状体粘连,相关症状,脓肿
角膜后胚胎环,相关症状,水肿
角膜混浊,相关症状,溃疡
角膜混浊,相关症状,流泪
角膜溃疡,相关症状,角膜糜烂
角膜溃疡,相关症状,角膜上皮糜烂
角膜溃疡,相关症状,角膜有菌苔或溃疡
角膜溃疡,相关症状,眼结膜水肿及角膜溃疡
角膜溃疡,相关症状,角膜脱落
手热,相关症状,失眠头痛
手热,相关症状,肝肾阴虚
手热,相关症状,虚火
手皮肤发紫,相关症状,斑丘疹
手皮肤发紫,相关症状,红斑结节
手上有小水泡,相关症状,疱疹
腱反射亢进,相关症状,头痛
角膜色膜环,相关症状,瘙痒
角膜色膜环,相关症状,腹水
角膜上点状暗灰色混浊,相关症状,水肿
角膜上皮糜烂,相关症状,充血
角膜上皮糜烂,相关症状,水肿
嗜酸性粒细胞增多,相关症状,胸痛
嗜酸性粒细胞增多,相关症状,血热
嗜酸性粒细胞增多,相关症状,咳嗽
嗜酸性粒细胞增多,相关症状,心悸
角膜烧伤,相关症状,水肿
角膜烧伤,相关症状,视力下降
角膜树枝状改变,相关症状,溃疡
角膜树枝状改变,相关症状,水肿
角膜外缘有棕绿色色素环,相关症状,肝大
角膜炎,相关症状,溃疡
角膜异物,相关症状,眼痛
手术时伤口不再出血,相关症状,心室扑动
手术时伤口不再出血,相关症状,心室纤颤
角膜瘘,相关症状,内出血
手麻,相关症状,韧带扭伤
手麻,相关症状,韧带断裂
手内肌萎缩,相关症状,手抽筋
手内肌萎缩,相关症状,双手震颤
手脱皮,相关症状,手足长水泡
手凉,相关症状,脾肾阳虚
手凉,相关症状,阳虚体质
手势性自动症,相关症状,自主神经危象
手势性自动症,相关症状,不自主运动
手套或短袜子式浅、深感觉障碍,相关症状,感觉障碍
手腕长骨刺,相关症状,关节肿胀
手腕长骨刺,相关症状,腕关节内积血及活动受限
角膜有菌苔或溃疡,相关症状,囊肿
角膜有菌苔或溃疡,相关症状,胀痛
手腕部米粒大小硬如软骨的包块,相关症状,局部压痛
手酸,相关症状,心电图异常
角质层过度增厚,相关症状,水肿
角质化,相关症状,角质增厚
角质化,相关症状,皮肤干燥
角膜糜烂,相关症状,畏光
角膜糜烂,相关症状,视物模糊
角栓,相关症状,结节
角栓,相关症状,丘疹
角形甲弧影,相关症状,水肿
角形甲弧影,相关症状,血尿
手无力不自觉的丢落持物,相关症状,持物不稳
手无力不自觉的丢落持物,相关症状,手握物无力
角质增厚,相关症状,反应迟钝
手腕在大拇指侧的疼痛,相关症状,关节僵硬
手腕肿痛及掌屈活动受限,相关症状,关节肿胀
手掌疤痕畸形,相关症状,疤痕增生
手掌疤痕畸形,相关症状,爪状趾
手握物无力,相关症状,持物不稳
手握物无力,相关症状,网球肘
手下垂时皮肤呈灰蓝色,相关症状,血管痉挛
手小形方,相关症状,指骨节肥大
手与手指胀满感,相关症状,指（趾）麻木
脚底干裂,相关症状,皮肤干燥
角膜中央后部典型碎银状外貌,相关症状,水肿
角膜知觉减少,相关症状,皮肤干燥
脚冻伤,相关症状,皮肤瘙痒
角膜灼伤刮伤,相关症状,角膜糜烂
脚臭,相关症状,紧张
脚上血泡,相关症状,水肿
脚外侧疼,相关症状,下肢放射痛
脚趾甲内长,相关症状,营养障碍
脚气,相关症状,逆行性细菌感染
脚趾皮肤黄泡后紫黑,相关症状,水泡
脚趾皮肤黄泡后紫黑,相关症状,紫绀
脚趾皮肤黄泡后紫黑,相关症状,脚上血泡
脚趾皮肤黄泡后紫黑,相关症状,水肿
脚趾皮肤黄泡后紫黑,相关症状,间歇性跛行
脚趾皮肤黄泡后紫黑,相关症状,无力
脚趾皮肤黄泡后紫黑,相关症状,足背动脉搏动消失
手掌呈黄色,相关症状,皮肤发黄
手震颤,相关症状,老年性震颤
手震颤,相关症状,静止性震颤
疖肿,相关症状,皮下血肿
节段性分离性感觉障碍,相关症状,眩晕
节段性分离性感觉障碍,相关症状,呕吐
手掌呈黑色,相关症状,胃痛
节段性肌张力障碍,相关症状,乏力
手掌及足底发红,相关症状,肝病面容
手掌及足底发红,相关症状,肝病容
手掌及足底发红,相关症状,手脱皮
手掌硬性水肿,相关症状,水肿
手掌硬性水肿,相关症状,药物性水肿
手掌硬性水肿,相关症状,过敏性血管水肿
结肠梗阻,相关症状,便秘
结肠梗阻,相关症状,腹泻
结肠黑变,相关症状,便秘
结肠粪性穿孔,相关症状,腹痛
结肠粪性穿孔,相关症状,紧张
结肠袋半月襞消失,相关症状,抑郁
结肠袋半月襞消失,相关症状,焦虑
手指不能屈伸,相关症状,手指僵硬
结肠内形成坚硬的粪石,相关症状,便秘
手指发绀或坏死,相关症状,上肢无力
手指发绀或坏死,相关症状,上肢麻木
节律性刻板重复的不自主运动,相关症状,紧张
手指冻肿,相关症状,皮肤冻伤
手指冻肿,相关症状,指甲冻伤
手指和足趾无痛性软组织肿块,相关症状,生长缓慢
手指和足趾无痛性软组织肿块,相关症状,色素性皮损
手指甲没有白色月牙,相关症状,气虚体质
手指甲没有白色月牙,相关症状,血虚
手指发僵疼痛,相关症状,晨僵
手指甲有白色斑点,相关症状,生长缓慢
手指甲有白色斑点,相关症状,烦躁不安
手指或手臂部刺痛及麻木感,相关症状,畏寒
手指或手臂部刺痛及麻木感,相关症状,手麻
结缔组织性外痔,相关症状,便秘
结缔组织性外痔,相关症状,水肿
结肠憩室,相关症状,呕吐
结肠息肉,相关症状,肛管息肉
结肠息肉,相关症状,横结肠息肉
结肠息肉,相关症状,贲门息肉
结肠息肉,相关症状,息肉
结肠膨胀,相关症状,充血
结肠膨胀,相关症状,水肿
结肠血管发育不良,相关症状,黑便
结肠血管发育不良,相关症状,便血
结节,相关症状,丘疹
结核杆菌血行播散,相关症状,盗汗
结核杆菌血行播散,相关症状,乏力
结核中毒,相关症状,盗汗
结核中毒,相关症状,低热
结核中毒,相关症状,乏力
结核中毒,相关症状,食欲不振
结痂,相关症状,脱皮
手指尖痛或触痛,相关症状,手指麻痛
手指麻痛,相关症状,手指发僵疼痛
手指麻痛,相关症状,维生素B1缺乏
手指麻痛,相关症状,手指或手臂部刺痛及麻木感
手指甲周围起皮,相关症状,维生素C缺乏
手指末端持续对称性刺痛麻木,相关症状,易激惹
手指末端持续对称性刺痛麻木,相关症状,抑郁
手指末端持续对称性刺痛麻木,相关症状,幻觉
手指扭伤,相关症状,关节肿胀
手指痛风,相关症状,关节畸形
手指歪斜,相关症状,弓状指
手指歪斜,相关症状,关节疼痛
手指香肠型,相关症状,关节肿大
结脉,相关症状,室上性心律失常
结节性硬化,相关症状,智能减退
结膜干燥斑,相关症状,畏光及流泪
结膜变浅或变苍白,相关症状,慢性贫血
手指小关节痛肿,相关症状,晨僵
手指小关节痛肿,相关症状,关节疼痛
结膜充血,相关症状,流泪
结膜充血,相关症状,畏光
手指撞伤,相关症状,关节强直
睫状充血,相关症状,结膜充血
结膜异物,相关症状,流泪
睫毛掉落,相关症状,紧张
结膜乳头增生,相关症状,流泪
手足多汗,相关症状,手冻伤
手足多汗,相关症状,肢端湿冷
手足麻木,相关症状,气血凝滞
手足麻木,相关症状,蚁走感
手足皲裂,相关症状,皮肤粗糙
手足发抖,相关症状,腱反射亢进
手足发抖,相关症状,腱反射异常
手足发抖,相关症状,心率增快
截瘫,相关症状,四肢无力
手足脱皮,相关症状,手脱皮
手足脱皮,相关症状,脱皮
手足脱皮,相关症状,足底脱皮
手足脱皮,相关症状,脚脱皮
戒断反应,相关症状,情绪性失眠
受伤后易产生瘢痕,相关症状,凹陷瘢痕
受伤后易产生瘢痕,相关症状,增生性瘢痕
疥疮,相关症状,皮疹
疥疮恐惧,相关症状,斑丘疹
疥疮恐惧,相关症状,结节
疥疮恐惧,相关症状,疥疮
疥疮恐惧,相关症状,剧痒
疥疮恐惧,相关症状,恐惧
疥疮恐惧,相关症状,疱疹
疥疮恐惧,相关症状,湿疹
疥疮结节,相关症状,皮疹
戒断性痫性发作,相关症状,抽搐
金属音调咳嗽,相关症状,变应性咳嗽
金属音调咳嗽,相关症状,呼吸困难
金属音调咳嗽,相关症状,痉挛性咳嗽
金属音调咳嗽,相关症状,老人剧烈咳嗽
金属音调咳嗽,相关症状,气短
金属音调咳嗽,相关症状,犬吠样咳嗽
金属音调咳嗽,相关症状,小儿剧烈咳嗽
金鱼眼,相关症状,鸡眼
金鱼眼,相关症状,突眼症
金鱼眼,相关症状,斜视
金鱼眼,相关症状,眼裂歪斜
金鱼眼,相关症状,眼球偏斜
金鱼眼,相关症状,眼球突出
津亏血燥,相关症状,消瘦
书写痉挛,相关症状,肌肉痉挛性疼痛
书写痉挛,相关症状,手部震颤
梳头或洗头时头发脱落增加,相关症状,产后脱发
梳头或洗头时头发脱落增加,相关症状,病理性脱发
梳头或洗头时头发脱落增加,相关症状,血虚脱发
舒张期奔马律,相关症状,主动脉瓣上膈膜型狭窄
舒张期哈气样杂音,相关症状,心脏杂音
肝掌,相关症状,掌跖发红
钙化,相关症状,表皮发生钙化
钙化,相关症状,长骨骨骺端钙化不全
钙化,相关症状,初生婴儿即出现侏儒状态
钙化,相关症状,腹痛
钙化,相关症状,腹泻
