entity1,entity2,relation
髂骨角增大,血常规,相关检查
髂骨角增大,CT检查,相关检查
器质性弱视,眼及眶区CT检查,相关检查
器质性弱视,角膜映光法,相关检查
器质性弱视,视力,相关检查
器质性弱视,视网膜检影法,相关检查
器质性弱视,视力筛查仪,相关检查
排便不尽感,粪细菌培养,相关检查
排便不尽感,血常规,相关检查
排便困难,纤维结肠镜检查,相关检查
排便困难,球囊逼出试验,相关检查
排便困难,乙状结肠镜检查,相关检查
迁移性脓肿,白细胞计数（WBC）,相关检查
迁移性脓肿,血常规,相关检查
器质性木僵,颅脑CT检查,相关检查
器质性木僵,颅脑MRI检查,相关检查
排便时间过长,粪便寄生虫,相关检查
排便时间过长,粪便结石,相关检查
排便时间过长,纤维结肠镜检查,相关检查
排便时间过长,乙状结肠镜检查,相关检查
排便障碍,粪气味,相关检查
排便障碍,粪隐血试验,相关检查
排便障碍,球囊逼出试验,相关检查
排便障碍,粪食物残渣,相关检查
排便障碍,粪细菌培养,相关检查
排便频率异常,乙状结肠镜检查,相关检查
排便频率异常,直肠指检,相关检查
排便频率异常,纤维结肠镜检查,相关检查
排出结石,尿蛋白质,相关检查
排出结石,膀胱超声检查,相关检查
排出结石,膀胱镜,相关检查
排出结石,CT检查,相关检查
排粪时肛门灼痛,肛门指检,相关检查
排粪时肛门灼痛,内镜检查,相关检查
排尿不畅,导尿术,相关检查
排尿不畅,血PSA检查,相关检查
排尿不畅,棉签试验,相关检查
排尿不畅,精液柠檬酸,相关检查
排尿不畅,r-精浆蛋白测定（r-sm）,相关检查
排钾过多,血液检查,相关检查
排钾过多,尿常规,相关检查
排钾过多,肾功能检查,相关检查
排钾过多,尿液分析,相关检查
排尿过程中发生晕厥,心电图,相关检查
排尿过程中发生晕厥,精液柠檬酸,相关检查
睡行症,睡眠试验,相关检查
排尿困难及尿潴留,膀胱逼尿肌功能检查,相关检查
排尿困难及尿潴留,膀胱超声检查,相关检查
排尿困难及尿潴留,尿常规,相关检查
排尿困难及尿潴留,12小时尿沉渣计数,相关检查
排尿困难及尿潴留,尿沉渣红细胞,相关检查
鼻端出火,鼻咽部MRI检查,相关检查
鼻端出火,耳鼻咽喉CT检查,相关检查
鼻窦压痛,鼻窦检查,相关检查
睡瘫症,神经系统检查,相关检查
睡瘫症,多导睡眠图检查,相关检查
睡瘫症,多导睡眠监测（PSG）,相关检查
鼻端弥漫性潮红,鼻咽部MRI检查,相关检查
鼻端弥漫性潮红,鼻腔内镜检查,相关检查
鼻端弥漫性潮红,耳鼻咽喉CT检查,相关检查
鼻分泌物增多,鼻咽部MRI检查,相关检查
鼻分泌物增多,鼻腔内镜检查,相关检查
鼻分泌物增多,耳鼻咽喉CT检查,相关检查
鼻端形态不佳,鼻部检查,相关检查
鼻端形态不佳,鼻部功能检查,相关检查
鼻甲肿胀,鼻甲和鼻道,相关检查
鼻甲肿胀,耳鼻咽喉CT检查,相关检查
鼻甲肿胀,鼻前庭,相关检查
大动脉错位,胸部透视,相关检查
大动脉错位,胸部MRI,相关检查
鼻甲萎缩,前鼻镜检查,相关检查
鼻甲萎缩,鼻咽部MRI检查,相关检查
鼻甲萎缩,鼻腔内镜检查,相关检查
大角膜,眼科检查,相关检查
大角膜,眼功能检查,相关检查
大动脉供血障碍,动脉血氧分压(PaO2),相关检查
大动脉供血障碍,动脉血氧含量（CaO2）,相关检查
大动脉供血障碍,血氧含量,相关检查
大块肝细胞坏死,肝脏疾病超声诊断,相关检查
大块肝细胞坏死,肝、胆、脾CT检查,相关检查
大量皮肤脱屑,皮肤涂片显微镜检查,相关检查
大量皮肤脱屑,皮肤病的物理检查,相关检查
大量皮肤脱屑,皮肤真菌镜检,相关检查
大脑发育障碍,颅脑超声检查,相关检查
大脑发育障碍,颅脑CT检查,相关检查
大量饮酒后突然视力减退,眼功能检查,相关检查
大量饮酒后突然视力减退,眼科检查,相关检查
大量饮酒后突然视力减退,眼底检查,相关检查
大三阳,乙肝两对半,相关检查
大三阳,丁型肝炎抗原,相关检查
大腿刺痛,四肢与关节运动功能,相关检查
大腿刺痛,四肢的骨和关节平片,相关检查
大腿内侧红斑,四肢透视,相关检查
大腿内侧红斑,四肢的骨和关节平片,相关检查
胫前和足部坚硬的非凹陷性水肿斑块,髂胫束紧张试验,相关检查
胫前和足部坚硬的非凹陷性水肿斑块,胫叩打试验,相关检查
大腿肌肉萎缩,骨关节及软组织CT检查,相关检查
大腿肌肉萎缩,肌电图,相关检查
胫前黑斑,胫骨后肌肌力试验,相关检查
胫前黑斑,髂胫束紧张试验,相关检查
胫前黑斑,胫叩打试验,相关检查
胫前指压性水肿,CT检查,相关检查
痉挛性便秘,CT检查,相关检查
痉挛性的肌张力增高,肌张力检查,相关检查
痉挛性截瘫步态,随意运动检查,相关检查
痉挛性截瘫步态,颅脑CT检查,相关检查
痉挛性截瘫期,肌电图,相关检查
痉挛性截瘫期,颅脑MRI检查,相关检查
痉挛性截瘫期,脑诱发电位,相关检查
大疱（含脓性液体）,皮肤涂片显微镜检查,相关检查
大疱（含脓性液体）,皮肤试验,相关检查
大疱（含脓性液体）,皮肤颜色,相关检查
大疱（含脓性液体）,棘层细胞松解征检查,相关检查
痉挛性咳嗽,肺弥散功能测定（DL）,相关检查
痉挛性咳嗽,心肺功能运动试验（CPET）,相关检查
大腿局部肿胀变形,四肢的骨和关节平片,相关检查
大腿局部肿胀变形,四肢CT检查,相关检查
痉挛性偏瘫步态,颅脑CT检查,相关检查
痉挛性偏瘫步态,随意运动检查,相关检查
囊肿壁薄且内含无色液体,尿常规,相关检查
囊肿壁薄且内含无色液体,胸部平片,相关检查
囊肿壁薄且内含无色液体,胸部B超,相关检查
囊肿壁薄且内含无色液体,血常规,相关检查
囊肿壁薄且内含无色液体,透光试验,相关检查
脑白质偏少,颅脑CT检查,相关检查
脑白质变性,颅脑CT检查,相关检查
囊肿性痤疮,皮肤涂片显微镜检查,相关检查
囊肿性痤疮,皮肤真菌镜检,相关检查
囊肿性痤疮,皮肤试验,相关检查
囊肿性痤疮,速发型变态反应皮肤测试,相关检查
囊肿性痤疮,皮肤病的物理检查,相关检查
囊肿样改变,一般摄片检查,相关检查
囊肿样改变,耳鼻咽喉CT检查,相关检查
囊肿样改变,肝、胆、脾CT检查,相关检查
囊肿样改变,骨关节及软组织CT检查,相关检查
囊肿样改变,颅脑CT检查,相关检查
脑白质脱髓鞘,一般摄片检查,相关检查
脑白质萎缩,颅脑超声检查,相关检查
脑白质萎缩,颅脑CT检查,相关检查
脑白质萎缩,颅脑MRI检查,相关检查
糖尿病酮症酸中毒,血浆醛固酮,相关检查
糖尿病酮症酸中毒,血糖,相关检查
脑电波的改变,颅脑超声检查,相关检查
脑电波的改变,颅脑CT检查,相关检查
脑电波的改变,颅脑MRI检查,相关检查
脑穿通畸形,颅脑超声检查,相关检查
脑穿通畸形,颅脑CT检查,相关检查
脑穿通畸形,颅内压监测,相关检查
脑穿通畸形,颅底片,相关检查
脑穿通畸形,颅脑MRI检查,相关检查
脑白质稀疏,颅脑超声检查,相关检查
脑白质稀疏,颅脑CT检查,相关检查
脑白质稀疏,颅脑MRI检查,相关检查
脑干病变,颅脑超声检查,相关检查
脑干病变,颅脑CT检查,相关检查
脑干病变,颅脑MRI检查,相关检查
脑干出血,转头试验,相关检查
脑干出血,坠落试验,相关检查
脑干出血,颅脑CT检查,相关检查
脑干出血,CT造影扫描,相关检查
特殊面痣,血常规,相关检查
特殊面痣,尿常规,相关检查
特殊面痣,便常规,相关检查
特征性趾端大片状脱皮,白细胞计数（WBC）,相关检查
特异性氨基酸尿,脯氨酸,相关检查
特异性氨基酸尿,尿常规,相关检查
疼痛弧征,肩关节外展试验,相关检查
疼痛性股白肿,心血管造影,相关检查
疼痛性股白肿,一般摄片检查,相关检查
锑性皮炎,尿常规,相关检查
锑性皮炎,心电图,相关检查
锑性皮炎,肝功能检查,相关检查
锑性皮炎,细菌学检验,相关检查
特重烧伤,动态心电图（Holter监测）,相关检查
特征性回归热,体温测量,相关检查
疼痛性股青肿,一般摄片检查,相关检查
疼痛性股青肿,心血管造影,相关检查
体内水钠潴留,肾小球滤过率（GFR）,相关检查
体肺循环栓塞,心电图,相关检查
体肺循环栓塞,肺部检查,相关检查
更年期肥胖,血脂检查,相关检查
更年期肥胖,黄体生成素,相关检查
更年期功血,性激素六项检查,相关检查
更年期功血,妇科检查,相关检查
更年期功血,血常规,相关检查
体位性眩晕,眼震电图描记法,相关检查
体位性眩晕,脑电图尖波,相关检查
膈下感染,血常规,相关检查
膈下感染,胸部平片,相关检查
膈下感染,胸部透视,相关检查
体毛脱落,人体内的微量元素检测,相关检查
体毛脱落,必需微量元素检测,相关检查
更年期抑郁,性激素六项检查,相关检查
更年期抑郁,神经系统检查,相关检查
梗噎,食管造影,相关检查
梗噎,胸部平片,相关检查
弓形体感染,弓形体抗体测定,相关检查
弓形体感染,结核杆菌基因检测（PCR）,相关检查
弓形体感染,直接涂片检查,相关检查
弓形体感染,弓形虫点免疫金渗滤法,相关检查
弓形足,足畸形检查,相关检查
弓状指,姿势与步态,相关检查
弓状指,骨关节及软组织CT检查,相关检查
工作倦怠,脑电图检查,相关检查
工作倦怠,脑脊液钙,相关检查
公鸡步态,脑脊液病原体检查,相关检查
公鸡步态,核磁共振成像(MRI),相关检查
公鸡步态,步态分析,相关检查
公鸡步态,姿势与步态,相关检查
公鸡步态,脑脊液检查-化学检查-蛋白质检查,相关检查
功能性震颤,脑电图检查,相关检查
功能性震颤,颅脑超声检查,相关检查
功能性震颤,颅内多普勒血流图(TCD),相关检查
功能性震颤,脑诱发电位,相关检查
功能性震颤,颅脑CT检查,相关检查
功能性头痛,颅脑CT检查,相关检查
功能性头痛,脑电图检查,相关检查
功能性头痛,脑脊液病原体检查,相关检查
功能性头痛,眼底检查,相关检查
发育性畸形,骨关节及软组织CT检查,相关检查
发育性畸形,四肢的骨和关节平片,相关检查
发作性不自主运动,不随意运动检查,相关检查
帆状胎盘,胎盘成熟度,相关检查
帆状胎盘,胎盘分级,相关检查
发作性睡眠,神经系统检查,相关检查
发作性睡眠,脑电图检查,相关检查
烦热,基础代谢,相关检查
牵涉痛,核磁共振成像(MRI),相关检查
乏力,人体内的微量元素检测,相关检查
翻身困难,脑电图检查,相关检查
牵涉性头痛,颅脑CT检查,相关检查
牵涉性头痛,血常规,相关检查
发作性嗜睡和食欲亢进,脑电图检查,相关检查
前臂短缩,骨关节及软组织CT检查,相关检查
前臂短缩,四肢CT检查,相关检查
前臂短缩,前臂伸肌紧张试验,相关检查
铅管样强直,肌电图,相关检查
铅管样强直,脑脊液铜,相关检查
牵引性头痛,脑电图检查,相关检查
牵引性头痛,颅脑CT检查,相关检查
牵引性头痛,血常规,相关检查
牵引性头痛,脑脊液检查-化学检查-蛋白质检查,相关检查
牵引性头痛,颅脑MRI检查,相关检查
前臂及手部肌群的缺血性挛缩,四肢CT检查,相关检查
前臂和腕部的疼痛,骨显像,相关检查
前臂外侧和手指触电样疼痛,血常规,相关检查
前臂外侧和手指触电样疼痛,四肢CT检查,相关检查
前臂细小,血常规,相关检查
前臂细小,四肢CT检查,相关检查
排尿前后膀胱区痛,尿常规,相关检查
排尿前后膀胱区痛,精液柠檬酸,相关检查
排尿前后膀胱区痛,膀胱超声检查,相关检查
排尿前后膀胱区痛,膀胱镜,相关检查
排尿前后膀胱区痛,泌尿系统CT检查,相关检查
前臂有旋前畸形,骨显像,相关检查
前臂有旋前畸形,骨密度测定,相关检查
前臂有旋前畸形,骨关节及软组织CT检查,相关检查
排尿时外阴灼热、瘙痒或疼痛,血常规,相关检查
排尿时外阴灼热、瘙痒或疼痛,精液柠檬酸,相关检查
排尿时外阴灼热、瘙痒或疼痛,淋菌培养,相关检查
排尿疼痛,尿常规,相关检查
排尿疼痛,精液柠檬酸,相关检查
排尿疼痛,r-精浆蛋白测定（r-sm）,相关检查
前臂外伤后疼痛,骨显像,相关检查
前臂外伤后疼痛,CT检查,相关检查
前臂旋后功能受限,旋后肌肌力试验,相关检查
前臂旋后功能受限,骨关节及软组织CT检查,相关检查
前臂旋转痛,骨关节及软组织CT检查,相关检查
排气多,胃肠道疾病的超声检查,相关检查
排气多,胃肠道CT检查,相关检查
排痰无力,胸部CT检查,相关检查
排痰无力,痰液常规检查,相关检查
排气障碍,血液检查,相关检查
排气障碍,腹部平片,相关检查
排气障碍,腹部MRI检查,相关检查
排气障碍,腹部CT,相关检查
盘状红斑,血清补体C3,相关检查
盘状红斑,免疫电泳,相关检查
盘状红斑,库姆斯氏试验,相关检查
蹒跚步态,尿常规,相关检查
蹒跚步态,骨关节及软组织CT检查,相关检查
蹒跚步态,血常规,相关检查
蹒跚步态,血液生化六项检查,相关检查
排尿障碍,尿常规,相关检查
排尿障碍,精液柠檬酸,相关检查
排尿异物感,尿常规,相关检查
排尿异物感,精液柠檬酸,相关检查
排水样血性大便,粪寄生虫卵,相关检查
排水样血性大便,粪量,相关检查
排水样血性大便,粪气味,相关检查
排水样血性大便,粪食物残渣,相关检查
排水样血性大便,粪形状和硬度,相关检查
说话带鼻音,后鼻镜检查,相关检查
说话带鼻音,鼻咽部MRI检查,相关检查
泡样水肿,血常规,相关检查
泡样水肿,真菌感染的实验室检查,相关检查
思考困难感,神经系统检查,相关检查
顺行性遗忘,脑脊液神经肽,相关检查
疱疹,兔感染试验,相关检查
疱疹,真菌组织病理学,相关检查
疱疹,细胞膜表面免疫球蛋白测定,相关检查
疱疹,血常规,相关检查
疱疹,单纯疱疹病毒抗体,相关检查
判断力和定向力障碍,脑电图检查,相关检查
判断力和定向力障碍,颅脑CT检查,相关检查
判断力和定向力障碍,颅脑MRI检查,相关检查
思维缓慢,脑电图尖波,相关检查
思维不连贯,神经系统检查,相关检查
说话时字词不能连续,肺部检查,相关检查
鼻孔闭锁,钼靶X线检查,相关检查
鼻孔闭锁,CT造影扫描,相关检查
鼻孔闭锁,鼻腔内镜检查,相关检查
思虑伤脾,血常规,相关检查
思虑伤脾,尿常规,相关检查
思虑伤脾,便常规,相关检查
鼻孔干疼,鼻腔内镜检查,相关检查
鼻孔干疼,鼻咽部MRI检查,相关检查
鼻泪管阻塞,鼻腔内镜检查,相关检查
鼻梁低,鼻部检查,相关检查
鼻梁平塌,鼻腔内镜检查,相关检查
鼻梁平塌,鼻咽部MRI检查,相关检查
鼻尖上翘呈马鞍状,结核杆菌检查,相关检查
鼻尖上翘呈马鞍状,耳鼻咽喉CT检查,相关检查
思维奔逸,神经系统检查,相关检查
鼻裂,鼻咽部MRI检查,相关检查
鼻孔朝天或鼻孔前倾,耳鼻咽喉CT检查,相关检查
鼻孔朝天或鼻孔前倾,鼻咽部MRI检查,相关检查
鼻孔流脓,鼻咽部MRI检查,相关检查
鼻孔流脓,耳鼻咽喉CT检查,相关检查
鼻尖或鼻翼出现带状疱疹,Cochet和Bonnet氏角膜知觉测量计,相关检查
大小便潴留,膀胱超声检查,相关检查
大小便潴留,腹部平片,相关检查
大小便潴留,脊柱MRI检查,相关检查
大腿以下或膝以下肌肉瘫痪,轻瘫试验,相关检查
大腿以下或膝以下肌肉瘫痪,肌电图,相关检查
大腿以下或膝以下肌肉瘫痪,随意运动检查,相关检查
大腿以下或膝以下肌肉瘫痪,脑脊液结合型髓鞘碱性蛋白,相关检查
鼻内似有擤不出的鼻涕,鼻腔内镜检查,相关检查
鼻内似有擤不出的鼻涕,鼻咽部MRI检查,相关检查
鼻毛脱落,鼻咽部MRI检查,相关检查
鼻毛脱落,鼻腔内镜检查,相关检查
鼻内痛,鼻咽部MRI检查,相关检查
鼻内痛,鼻腔内镜检查,相关检查
大小便失禁,直肠镜检查,相关检查
大小便失禁,膀胱超声检查,相关检查
大写症,颅脑超声检查,相关检查
大写症,颅脑CT检查,相关检查
大转子叩痛,钼靶X线检查,相关检查
大转子叩痛,四肢的骨和关节平片,相关检查
代偿性腰椎前凸,腰背痛体格检查,相关检查
代偿性腰椎前凸,腰椎穿刺,相关检查
大阴唇或肛门大小不等、质软无压痛包块,阴道触诊,相关检查
大阴唇或肛门大小不等、质软无压痛包块,阴道镜检查,相关检查
大阴唇或肛门大小不等、质软无压痛包块,十二指肠钡餐造影,相关检查
大阴唇或肛门大小不等、质软无压痛包块,胃钡餐造影,相关检查
代偿作用,心电图,相关检查
代偿作用,钼靶X线检查,相关检查
呆滞,神经系统检查,相关检查
呆滞,尿常规,相关检查
呆滞,脑脊液铁,相关检查
呆滞,血常规,相关检查
代脉,脉搏,相关检查
代脉,脉率,相关检查
痉挛性斜颈,肌电图,相关检查
痉挛性斜颈,脑电图检查,相关检查
代谢性碱中毒,标准碳酸氢盐(SB),相关检查
代谢性碱中毒,血液酸碱度（pH）,相关检查
痉笑面容,颅脑超声检查,相关检查
痉笑面容,脑膜刺激征,相关检查
静脉逗,血管彩超,相关检查
代谢性低钾,心电图,相关检查
代谢性低钾,"血清钾(K+,K)",相关检查
静脉出血,过氧化酶染色,相关检查
静脉出血,胶体铁染色,相关检查
静脉出血,热盐水试验,相关检查
静脉回流障碍,中心静脉压测定（CVP）,相关检查
静脉侧支循环建立,中心静脉压测定（CVP）,相关检查
静脉内持续性血流,静脉听诊,相关检查
静脉内持续性血流,深静脉通畅试验,相关检查
静脉内持续性血流,中心静脉压测定（CVP）,相关检查
静脉曲张,深静脉通畅试验,相关检查
脑灰质异常,囊虫胶乳凝集试验,相关检查
脑灰质异常,颅脑CT检查,相关检查
脑灰质异常,颅脑MRI检查,相关检查
静脉曲张性溃疡,皮肤涂片显微镜检查,相关检查
静脉曲张性溃疡,皮肤真菌镜检,相关检查
脑灰质移位,颅脑超声检查,相关检查
脑灰质移位,颅脑CT检查,相关检查
脑灰质移位,颅脑MRI检查,相关检查
脑脊液白细胞增加,脑脊液细胞分类计数,相关检查
脑脊液白细胞增加,脑脊液细胞计数,相关检查
脑脊液白细胞增加,脑脊液细胞计数（CST）,相关检查
脑脊液白细胞增加,脑脊液细胞学检查,相关检查
脑脊液鼻漏,ECT检查,相关检查
脑脊液鼻漏,鼻腔内镜检查,相关检查
脑脊液鼻漏,鼻部放射线检查,相关检查
脑脊液鼻漏,椎管内注射标记物法,相关检查
脑膜刺激症状,颅脑CT检查,相关检查
脑膜刺激症状,颅脑MRI检查,相关检查
脑膜刺激症状,脑干反射检查,相关检查
体位性震颤,颅脑CT检查,相关检查
体位性震颤,颅脑超声检查,相关检查
体位张力消失,心电图,相关检查
体位张力消失,动态心电图（Holter监测）,相关检查
体温调节紊乱,体温测量,相关检查
脑痉挛,补体结合试验,相关检查
脑痉挛,囊虫病补体结合试验,相关检查
脑痉挛,颅脑CT检查,相关检查
体型异常,发育与体型,相关检查
体型异常,常规体检,相关检查
体象障碍,脑电图检查,相关检查
体温过低,体温测量,相关检查
体温过低,血常规,相关检查
体温过低,尿常规,相关检查
体温过低,便常规,相关检查
体癣,皮肤真菌镜检,相关检查
体癣,皮肤颜色,相关检查
脑脊液蛋白量增高,脑脊液5-羟吲哚乙酸,相关检查
脑脊液蛋白量增高,脑脊液C-反应蛋白,相关检查
大腿外侧痛,四肢与关节运动功能,相关检查
大腿外侧痛,四肢的骨和关节平片,相关检查
体重增加,体重指数,相关检查
挑剔嘴,最大胃液分泌量,相关检查
挑剔嘴,经食管超声心动图(TEE),相关检查
体重减轻,体重指数,相关检查
体液潴留,血液电解质检查,相关检查
体液潴留,肾小球功能试验,相关检查
攻击行为,颅脑超声检查,相关检查
攻击行为,心理年龄测试,相关检查
攻击行为,脑电图检查,相关检查
攻击行为,颅脑MRI检查,相关检查
攻击行为,颅脑CT检查,相关检查
铁锈色痰,痰液颜色,相关检查
铁锈色痰,痰液性状,相关检查
铁锈色痰,痰液的一般性状检查,相关检查
体循环淤血,循环血浆量,相关检查
体循环淤血,循环红细胞量,相关检查
体液外渗,体液免疫检测法,相关检查
宫底及耻骨联合上方空虚,胎心音,相关检查
宫底及耻骨联合上方空虚,胎心胎动,相关检查
宫底及耻骨联合上方空虚,胎心监护,相关检查
宫底及耻骨联合上方空虚,宫底高度检查,相关检查
宫颈闭锁,阴道妇科常规检查,相关检查
宫颈闭锁,妇科检查,相关检查
宫颈闭锁,妇科超声检查,相关检查
宫颈糜烂,妇科检查,相关检查
宫颈糜烂,妇科常规检查,相关检查
宫颈糜烂,妇科炎症检查,相关检查
宫颈前唇水肿,妇科检查,相关检查
宫颈前唇水肿,宫颈刮片（TCT）,相关检查
宫颈前唇水肿,宫颈检查,相关检查
宫颈肥大,妇科检查,相关检查
宫颈肥大,妇科超声检查,相关检查
宫颈肥大,阴道妇科常规检查,相关检查
宫颈黏液脓性分泌物,子宫颈黏液检查,相关检查
宫颈黏液脓性分泌物,宫颈刮片（TCT）,相关检查
宫颈黏液脓性分泌物,妇科检查,相关检查
宫颈黏液脓性分泌物,宫颈妇科常规检查,相关检查
宫颈举痛,宫颈刮片（TCT）,相关检查
宫颈举痛,妇科检查,相关检查
宫颈举痛,巴氏(Pap) 阴道细胞涂片检查,相关检查
宫颈囊肿,妇科超声检查,相关检查
宫颈囊肿,妇科检查,相关检查
宫颈囊肿,阴道妇科常规检查,相关检查
宫颈水肿,宫颈刮片（TCT）,相关检查
宫颈水肿,宫颈检查,相关检查
宫颈水肿,妇科检查,相关检查
宫颈水肿,妇科超声检查,相关检查
宫颈水肿,妇科常规检查,相关检查
宫颈软,宫颈刮片（TCT）,相关检查
宫颈软,宫颈检查,相关检查
宫颈软,妇科常规检查,相关检查
宫颈软,妇科检查,相关检查
阑尾感染,闭孔内肌试验,相关检查
“老练”外貌,甲状腺球蛋白,相关检查
腊肠趾,浆细胞,相关检查
阑尾壁缺血坏死,尿常规,相关检查
阑尾穿孔,腹部平片,相关检查
阑尾穿孔,腹部CT,相关检查
露出骨头的骨折,骨关节及软组织CT检查,相关检查
宫颈粘连,子宫颈涂片测试,相关检查
宫颈粘连,阴道镜检查,相关检查
宫颈粘连,阴道活检,相关检查
宫颈粘连,巴氏(Pap) 阴道细胞涂片检查,相关检查
宫颈粘连,子宫输卵管造影,相关检查
阑尾脓肿,腹部CT,相关检查
阑尾脓肿,腹部平片,相关检查
阑尾腔闭塞,闭孔内肌试验,相关检查
蓝巩膜,眼及眶区CT检查,相关检查
蓝巩膜,检眼镜检查法,相关检查
阑尾缺血充血,尿常规,相关检查
阑尾缺血充血,血常规,相关检查
阑尾周围脓肿,闭孔内肌试验,相关检查
烦躁不安,脑电图检查,相关检查
反复抽搐,CT检查,相关检查
反复抽搐,脑电图检查,相关检查
反复抽搐,二氧化碳结合力,相关检查
阑尾组织纤维化,胃肠道疾病的超声检查,相关检查
阑尾组织纤维化,闭孔内肌试验,相关检查
反复发烧,血常规,相关检查
反复发烧,皮疹,相关检查
反复发烧,肥达氏反应,相关检查
反复发烧,肺部检查,相关检查
反复不愈的感染,血常规,相关检查
反复不愈的感染,白细胞分类计数,相关检查
反复不愈的感染,尿常规,相关检查
反复发作抑郁症,神经系统检查,相关检查
反复发作性头痛,CT检查,相关检查
反复发作性头痛,脑神经检查,相关检查
反复发作性头痛,颅内压监测,相关检查
反复发作性头痛,三叉神经检查,相关检查
反复发作的带状疱疹,皮疹,相关检查
反复发作的带状疱疹,皮肤颜色,相关检查
反复发作的带状疱疹,皮肤病的物理检查,相关检查
反复出血,血小板检查项目,相关检查
反复出血,CT检查,相关检查
反复发作右肺感染,血常规,相关检查
反复发作右肺感染,胸部平片,相关检查
反复发作右肺感染,胸部CT检查,相关检查
反复发作右肺感染,胸部透视,相关检查
前额针刺样痛或烧灼感,神经系统检查,相关检查
前额头痛,脑脊液胶体金试验,相关检查
前额头痛,颅脑CT检查,相关检查
前额头痛,颅脑MRI检查,相关检查
前房下方有红色血平面,眼及眶区CT检查,相关检查
前房下方有红色血平面,眼底镜检查法,相关检查
反复肺炎,血常规,相关检查
反复肺炎,胸部CT检查,相关检查
反复肺炎,胸部平片,相关检查
前额及颧骨突出,颌面五官CT检查,相关检查
前房中肿胀的晶状体皮质颗粒,眼及眶区CT检查,相关检查
前房色素沉积,眼压,相关检查
前房色素沉积,CT造影扫描,相关检查
前房色素沉积,巩膜透照,相关检查
前房色素沉积,视野检查,相关检查
反复肺不张,胸水检查,相关检查
反复肺不张,呼吸动度,相关检查
反复肺不张,肺和胸膜听诊,相关检查
反复肺不张,胸部B超,相关检查
反复肺不张,胸部CT检查,相关检查
前列腺缩小变硬,精液乳酸脱氢酶-X,相关检查
前列腺缩小变硬,膀胱镜,相关检查
前列腺缩小变硬,不育男性体格检查,相关检查
前列腺缩小变硬,生殖系统肿瘤检查项目,相关检查
前列腺素合成减少,精液乳酸脱氢酶-X,相关检查
前列腺肥大,前列腺检查,相关检查
前列腺肥大,尿常规,相关检查
前列腺肥大,男性生殖系X线检查,相关检查
前列腺肥大,膀胱镜,相关检查
前列腺肥大,肛门指检,相关检查
前列腺结石,男性生殖系X线检查,相关检查
前列腺结石,直肠指检,相关检查
前列腺钙化,精液检查,相关检查
前列腺钙化,精液乳酸脱氢酶-X,相关检查
前列腺硬结,精液黏稠度,相关检查
前列腺硬结,精液乳酸脱氢酶-X,相关检查
前列腺硬结,直肠指检,相关检查
前列腺硬结,前列腺指检,相关检查
前列腺硬结,前列腺检查,相关检查
前列腺分泌物含有许多脓缩细胞,精液黏稠度,相关检查
前列腺分泌物含有许多脓缩细胞,前列腺液细胞,相关检查
前列腺分泌物含有许多脓缩细胞,前列腺液颜色,相关检查
前列腺分泌物含有许多脓缩细胞,前列腺液中细菌和原虫,相关检查
前列腺分泌物含有许多脓缩细胞,尿液细菌学检查,相关检查
疱疹后神经痛,血常规,相关检查
疱疹后神经痛,真菌感染的实验室检查,相关检查
胚胎发育慢,胎盘泌乳素（PL）,相关检查
胚胎发育慢,碱性胚胎蛋白,相关检查
胚胎停止发育,产科B超,相关检查
胚胎停止发育,碱性胚胎蛋白,相关检查
胚胎停止发育,产科检查,相关检查
胚胎发育障碍,妇科超声检查,相关检查
胚胎发育障碍,碱性胚胎蛋白,相关检查
盆腔沉重感,宫颈分泌物培养,相关检查
盆腔沉重感,X线碘油造影,相关检查
盆腔沉重感,盆腔充气造影,相关检查
赔偿神经症,脑电图检查,相关检查
赔偿神经症,血糖,相关检查
赔偿神经症,造影检查,相关检查
赔偿神经症,意识状态,相关检查
赔偿神经症,脉搏,相关检查
盆腔包块,盆腔充气造影,相关检查
盆腔包块,X线碘油造影,相关检查
盆腔包块,宫颈分泌物培养,相关检查
盆腔积液,生殖道分泌物培养,相关检查
盆腔积液,尿常规,相关检查
盆腔积液,血常规,相关检查
盆腔积液,盆腔和阴道B超,相关检查
盆腔积液,促卵泡激素（FSH）,相关检查
胚胎发育供血不足,产科B超,相关检查
胚胎发育供血不足,核磁共振成像(MRI),相关检查
盆腔脊膜膨出,盆腔充气造影,相关检查
盆腔脊膜膨出,X线碘油造影,相关检查
盆腔脊膜膨出,脊柱MRI检查,相关检查
盆腔内有较广泛浸润,盆腔充气造影,相关检查
盆腔内有较广泛浸润,X线碘油造影,相关检查
思维解体,脑电图检查,相关检查
思维控制异常,神经系统检查,相关检查
思维黏滞,脑电图检查,相关检查
思维黏滞,脑电图尖波,相关检查
盆腔瘀血,腹腔镜,相关检查
盆腔瘀血,血常规,相关检查
盆腔瘀血,后穹窿穿刺术,相关检查
盆腔瘀血,双合诊,相关检查
盆腔瘀血,X线碘油造影,相关检查
盆腔下垂感,腹腔镜,相关检查
盆腔下垂感,CT检查,相关检查
盆腔下垂感,腹水检查,相关检查
盆腔下垂感,X线碘油造影,相关检查
盆腔下垂感,盆腔充气造影,相关检查
思维贫乏,脑垂体CT检查,相关检查
思维破裂,意识状态,相关检查
鼻脓涕有臭味,鼻腔内镜检查,相关检查
鼻脓涕有臭味,耳鼻咽喉CT检查,相关检查
