entity1,entity2,relation
厌奶,维生素,相关药品
厌奶,保儿安颗粒,相关药品
厌奶,大山楂颗粒,相关药品
厌奶,肥儿糖浆,相关药品
厌奶,乳酸菌素片,相关药品
厌奶,驱虫消食片,相关药品
厌食,藿香正气片,相关药品
厌食,藿香正气丸,相关药品
厌食,附子理中丸,相关药品
厌食,盐酸异丙嗪片,相关药品
厌食,盐酸氯丙嗪片,相关药品
羊水过多,伯基,相关药品
羊水过多,益欣雪,相关药品
羊水过多,青霉素,相关药品
羊水过多,双氯芬酸钠肠溶片,相关药品
羊水中回声增强增多,芪芳气血颗粒,相关药品
羊水中回声增强增多,归圆口服液,相关药品
羊水中回声增强增多,产妇康洗液,相关药品
羊水中回声增强增多,复方乌鳢口服液,相关药品
羊水中回声增强增多,补血益母丸,相关药品
羊膜腔感染,硫酸镁注射液,相关药品
羊膜腔感染,安宝,相关药品
羊膜腔感染,盐酸利托君注射液,相关药品
羊水中有胎粪,保胎无忧片,相关药品
羊水中有胎粪,保胎无忧散,相关药品
羊水中有胎粪,盐酸罗哌卡因注射液,相关药品
羊水中有胎粪,注射用盐酸罗哌卡因,相关药品
羊水中有胎粪,恒洛,相关药品
阳盛体质,安乐片,相关药品
阳盛体质,妇康宁片,相关药品
阳盛体质,谷维素片,相关药品
阳盛体质,加味逍遥丸,相关药品
阳盛体质,舒神灵胶囊,相关药品
阳盛体质,解郁安神颗粒,相关药品
写字或拿小物品困难,甲钴胺分散片,相关药品
泻药性便秘,臌症丸,相关药品
斜眼抑制,注射用A型肉毒毒素,相关药品
斜眼抑制,保妥适,相关药品
心瓣膜病变,注射用硝普钠,相关药品
脊柱生理弯曲消失,伯基,相关药品
脊柱生理弯曲消失,吲哚美辛栓,相关药品
脊柱生理弯曲消失,益欣雪,相关药品
脊柱生理弯曲消失,双氯芬酸钠肠溶片,相关药品
继发性癫痫,安宫牛黄丸,相关药品
继发性癫痫,巴特日七味丸,相关药品
继发性高血压,马来酸依那普利片,相关药品
继发性高血压,勤可息,相关药品
继发性高血压,盐酸拉贝洛尔片,相关药品
继发性高血压,尼群地平片,相关药品
继发性高血压,硝苯地平片,相关药品
继发性不孕,言昌,相关药品
继发性不孕,达芙通,相关药品
继发性不孕,小金胶囊,相关药品
继发性不孕,桂枝茯苓胶囊,相关药品
继发性不孕,复方醋酸棉酚片,相关药品
继发性不孕,散结镇痛胶囊,相关药品
继发性不孕,炔诺酮片,相关药品
继发性便秘,臌症丸,相关药品
小眼球,强力康颗粒,相关药品
小眼球,复方阿胶补血膏,相关药品
失水,伯基,相关药品
失水,益欣雪,相关药品
失水,阿司匹林片,相关药品
失水,双氯芬酸钠肠溶片,相关药品
继发性痛经,伯基,相关药品
继发性痛经,调经止痛胶囊,相关药品
继发性痛经,益欣雪,相关药品
继发性痛经,阿司匹林片,相关药品
继发性痛经,双氯芬酸钠肠溶片,相关药品
继发性视神经萎缩,苦参碱氯化钠注射液,相关药品
继发性视神经萎缩,顺铂注射液,相关药品
失水多于失钠且血清钠浓度高,藿香正气片,相关药品
失水多于失钠且血清钠浓度高,藿香正气丸,相关药品
失水多于失钠且血清钠浓度高,藿香正气胶囊,相关药品
失水多于失钠且血清钠浓度高,藿香正气水,相关药品
失水多于失钠且血清钠浓度高,鞣酸蛋白片,相关药品
失水多于失钠且血清钠浓度高,化积口服液,相关药品
失盐,呋塞米片,相关药品
失盐,结石通茶,相关药品
失盐,萆薢分清丸,相关药品
失盐,肾复康胶囊,相关药品
失盐,八正合剂,相关药品
失血过多后贫血,丹鳖胶囊,相关药品
失血过多后贫血,断血流滴丸,相关药品
失血过多后贫血,宫瘤宁胶囊,相关药品
失血过多后贫血,阿魏化痞膏,相关药品
失血过多后贫血,宫瘤清片,相关药品
失血过多后贫血,小金胶囊,相关药品
失血过多后贫血,平消胶囊,相关药品
失用步态,郝智,相关药品
失用步态,枢芬,相关药品
失用步态,参志胶囊,相关药品
失用步态,力奥来素,相关药品
失用步态,肌氨肽苷注射液,相关药品
失用性综合征,奥拉西坦胶囊,相关药品
失用性综合征,吡拉西坦片,相关药品
失用性综合征,欧来宁,相关药品
失用性综合征,培磊能,相关药品
失用性综合征,泰舒达,相关药品
失用性综合征,安理申,相关药品
失用性综合征,氢溴酸加兰他敏缓释片,相关药品
失用性综合征,复方吡拉西坦脑蛋白水解物片,相关药品
阳虚体质,肾康宁片,相关药品
阳虚体质,补肾强身片,相关药品
阳虚体质,十全大补膏,相关药品
阳虚体质,玉屏风口服液,相关药品
阳虚体质,十全大补酒,相关药品
阳虚体质,补肾强身胶囊,相关药品
阳虚胃痛,奥美拉唑肠溶胶囊,相关药品
阳虚胃痛,盐酸雷尼替丁胶囊,相关药品
阳虚胃痛,温胃舒胶囊,相关药品
仰颈时吞咽困难,注射用盐酸平阳霉素,相关药品
仰颈时吞咽困难,羟基脲片,相关药品
仰颈时吞咽困难,甲氨蝶呤片,相关药品
杨梅样舌,依托红霉素片,相关药品
杨梅样舌,达力芬,相关药品
杨梅样舌,头孢克肟分散片,相关药品
杨梅样舌,世福素,相关药品
杨梅样舌,头孢克肟胶囊,相关药品
杨梅样舌,依托红霉素颗粒,相关药品
仰卧呼吸,蹄鞘胶囊,相关药品
氧分压低,天王补心丸,相关药品
氧分压低,左卡尼汀口服溶液,相关药品
腰背部窦道,盐酸左氧氟沙星胶囊,相关药品
腰背部窦道,乳酸左氧氟沙星片,相关药品
腰背部窦道,氧氟沙星片,相关药品
腰背部窦道,盐酸克林霉素棕榈酸酯分散片,相关药品
腰背部窦道,盐酸左氧氟沙星片,相关药品
腰背部窦道,泰利必妥,相关药品
腰背部有皮毛窦,金刚藤口服液,相关药品
腰背部有皮毛窦,小金胶囊,相关药品
腰背部有皮毛窦,金刚藤软胶囊,相关药品
腰背部有皮毛窦,桂枝茯苓胶囊,相关药品
腰背部有皮毛窦,红金消结胶囊,相关药品
腰背部有皮毛窦,红金消结片,相关药品
心包压塞,宁心宝胶囊,相关药品
心包压塞,硫酸阿托品注射液,相关药品
心包炎,硬脂酸红霉素片,相关药品
继发性纤溶功能增强,藻酸双酯钠片,相关药品
寂静腹,乳酸左氧氟沙星片,相关药品
寂静腹,希舒美,相关药品
寂静腹,维宏,相关药品
寂静腹,阿奇霉素分散片,相关药品
寂静腹,诺氟沙星片,相关药品
寂静腹,阿奇霉素胶囊,相关药品
寂静腹,盐酸环丙沙星片,相关药品
夹层血肿,丹参片,相关药品
夹层血肿,苏之,相关药品
夹层血肿,脑心通胶囊,相关药品
夹层血肿,辛伐他汀片,相关药品
夹层血肿,波立维,相关药品
夹层血肿,曲克芦丁片,相关药品
夹层血肿,灯盏花素片,相关药品
心包转移,羟基脲片,相关药品
心包转移,司莫司汀胶囊,相关药品
心包转移,注射用硫酸长春新碱,相关药品
心包转移,注射用达卡巴嗪,相关药品
心包转移,迪恩安,相关药品
甲亢面容,硫唑嘌呤片,相关药品
甲亢面容,丙硫氧嘧啶片,相关药品
甲亢面容,盐酸普萘洛尔片,相关药品
甲亢面容,赛治,相关药品
甲亢面容,阿替洛尔片,相关药品
甲胎蛋白增高,鱼肝油酸钠注射液,相关药品
甲下出血,卡马西平片,相关药品
甲下出血,奋乃静片,相关药品
湿性坏疽,红霉素肠溶片,相关药品
湿性坏疽,琥乙红霉素颗粒,相关药品
湿性坏疽,琥乙红霉素片,相关药品
声带肥厚,金嗓散结丸,相关药品
声带肥厚,黄氏响声含片,相关药品
声带肥厚,清咽片,相关药品
声带肥厚,甘桔冰梅片,相关药品
声带肥厚,金嗓散结胶囊,相关药品
湿脚气,水杨酸软膏,相关药品
湿脚气,硝酸咪康唑乳膏,相关药品
湿脚气,酮康唑乳膏,相关药品
湿脚气,联苯苄唑乳膏,相关药品
湿脚气,倍佳,相关药品
湿脚气,尿素乳膏,相关药品
湿脚气,硝酸益康唑乳膏,相关药品
湿疹,乳酸左氧氟沙星片,相关药品
湿疹,希舒美,相关药品
湿疹,维宏,相关药品
湿疹,阿奇霉素分散片,相关药品
湿疹,诺氟沙星片,相关药品
湿疹,阿奇霉素胶囊,相关药品
湿疹,盐酸环丙沙星片,相关药品
十二指肠高度扩张,红霉素肠溶片,相关药品
十二指肠高度扩张,琥乙红霉素颗粒,相关药品
十二指肠高度扩张,琥乙红霉素片,相关药品
腰背刺痛,布洛芬片,相关药品
腰背刺痛,双氯芬酸钠凝胶,相关药品
腰背刺痛,芬迪,相关药品
腰背刺痛,阿司匹林片,相关药品
腰背刺痛,活血止痛胶囊,相关药品
腰背刺痛,双氯芬酸钠肠溶片,相关药品
腰背的持续隐痛,诺仕帕,相关药品
腰背的持续隐痛,荡石片,相关药品
腰背的持续隐痛,肾炎四味胶囊,相关药品
腰背的持续隐痛,肾石通颗粒,相关药品
腰背酸痛,希舒美,相关药品
腰背酸痛,维宏,相关药品
腰背酸痛,盐酸环丙沙星片,相关药品
腰背酸痛,诺氟沙星胶囊,相关药品
腰背酸痛,阿奇霉素片,相关药品
眼外肌运动无力,地巴唑片,相关药品
眼外肌运动无力,甲钴胺胶囊,相关药品
眼外肌运动无力,天蚕片,相关药品
眼外肌运动无力,腺苷钴胺片,相关药品
眼外肌运动无力,代芳,相关药品
腰部钝痛,依托芬那酯凝胶,相关药品
腰部钝痛,萘丁美酮胶囊,相关药品
腰部钝痛,科芬汀,相关药品
腰部钝痛,步生,相关药品
腰部钝痛,樟脑醑,相关药品
腰部缓慢增大的软肿块,郝智,相关药品
腰部缓慢增大的软肿块,强力康颗粒,相关药品
腰部缓慢增大的软肿块,枢芬,相关药品
腰部缓慢增大的软肿块,苦参碱氯化钠注射液,相关药品
腰部缓慢增大的软肿块,力奥来素,相关药品
心电图异常,三磷酸腺苷二钠片,相关药品
心电图异常,盐酸地尔硫卓片,相关药品
心电图异常,合心爽,相关药品
失钠性昏迷,葡萄糖注射液,相关药品
心房对心室收缩的辅助泵作用丧失,宁心宝胶囊,相关药品
心房对心室收缩的辅助泵作用丧失,硫酸阿托品注射液,相关药品
心房内形成混合血,依托红霉素片,相关药品
心房内形成混合血,依托红霉素颗粒,相关药品
心房内形成混合血,琥乙红霉素颗粒,相关药品
心房内形成混合血,琥乙红霉素片,相关药品
心肺栓塞,地高辛片,相关药品
心肺栓塞,可力,相关药品
心肺栓塞,氨力农注射液,相关药品
心肺栓塞,地高辛酏剂,相关药品
心肺栓塞,新活素,相关药品
心肺栓塞,去乙酰毛花苷注射液,相关药品
心肺栓塞,注射用硝普钠,相关药品
心肺栓塞,迈平希,相关药品
心功能失代偿,喘嗽宁片,相关药品
心功能失代偿,祛痰止咳颗粒,相关药品
心功能失代偿,祛痰止咳胶囊,相关药品
心功能失代偿,滋心阴胶囊,相关药品
心功能失代偿,如意定喘丸,相关药品
心功能失代偿,复方丹参含片,相关药品
心功能失代偿,补金片,相关药品
甲营养不良,珍欣,相关药品
甲营养不良,奥络,相关药品
甲营养不良,克霉唑乳膏,相关药品
甲营养不良,康尼,相关药品
甲营养不良,曲安奈德益康唑乳膏,相关药品
甲营养不良,益富清,相关药品
甲营养不良,扶严宁,相关药品
甲周炎,卡马西平片,相关药品
甲周炎,奋乃静片,相关药品
甲皱毛细血管袢数减少,人血白蛋白,相关药品
甲皱毛细血管袢数减少,氢溴酸东莨菪碱注射液,相关药品
甲皱毛细血管袢数减少,参附注射液,相关药品
甲皱毛细血管袢数减少,生脉注射液,相关药品
甲皱毛细血管袢数减少,盐酸纳洛酮注射液,相关药品
甲状旁腺功能亢进,硫唑嘌呤片,相关药品
甲状旁腺功能亢进,丙硫氧嘧啶片,相关药品
甲状旁腺功能亢进,盐酸普萘洛尔片,相关药品
甲状旁腺功能亢进,赛治,相关药品
甲状旁腺功能亢进,阿替洛尔片,相关药品
湿啰音,醋酸泼尼松片,相关药品
湿啰音,清热消炎宁片,相关药品
甲状腺功能低下,加衡,相关药品
甲状腺功能低下,优甲乐,相关药品
甲状腺功能低下,甲状腺片,相关药品
甲状腺功能低下,益康胶囊,相关药品
甲状腺机能亢进,赛治,相关药品
甲状腺机能亢进,甲巯咪唑片,相关药品
甲状腺机能亢进,尤金,相关药品
甲状腺机能亢进,美卓乐,相关药品
湿性脚气,水杨酸软膏,相关药品
湿性脚气,硝酸咪康唑乳膏,相关药品
湿性脚气,嘉瑞,相关药品
湿性脚气,迈可抒,相关药品
湿性脚气,依诺沙星乳膏,相关药品
湿性脚气,酮康唑乳膏,相关药品
湿性脚气,联苯苄唑乳膏,相关药品
湿性脚气,倍佳,相关药品
十二指肠狭窄,明佳欣,相关药品
十二指肠狭窄,异烟肼片,相关药品
十二指肠狭窄,利福喷丁胶囊,相关药品
十二指肠狭窄,利福平胶囊,相关药品
石骨症,强力康颗粒,相关药品
石骨症,阿米福汀,相关药品
石骨症,注射用氨磷汀,相关药品
石骨症,顺铂注射液,相关药品
石骨症,诺欣,相关药品
实火,雅皓,相关药品
实火,甘草锌胶囊,相关药品
实火,甘草锌颗粒,相关药品
实火,奇莫欣,相关药品
实火,溶菌酶含片,相关药品
实火,三黄片,相关药品
实火,盐酸左旋咪唑搽剂,相关药品
腰部包块,消癌平片,相关药品
腰部包块,阿魏化痞膏,相关药品
腰部包块,云芝胞内糖肽胶囊,相关药品
腰部包块,去甲斑蝥素片,相关药品
腰部包块,鸦胆子油软胶囊,相关药品
食道粘膜水肿充血,奥美拉唑肠溶胶囊,相关药品
食道粘膜水肿充血,盐酸雷尼替丁胶囊,相关药品
食道粘膜水肿充血,奥美拉唑肠溶片,相关药品
腰部酸胀及无力,乳酸左氧氟沙星片,相关药品
腰部酸胀及无力,诺氟沙星片,相关药品
腰部酸胀及无力,盐酸克林霉素胶囊,相关药品
腰部僵直感,阿仑膦酸钠片,相关药品
腰部僵直感,接骨续筋片,相关药品
腰部僵直感,福善美,相关药品
腰部僵直感,固邦,相关药品
腰长骨刺,骨刺片,相关药品
腰长骨刺,抗骨质增生丸,相关药品
腰长骨刺,抗骨增生片,相关药品
腰长骨刺,骨筋丸胶囊,相关药品
腰长骨刺,骨刺消痛胶囊,相关药品
腰长骨刺,藤黄健骨丸,相关药品
腰长骨刺,骨刺平片,相关药品
腰长骨刺,骨刺胶囊,相关药品
继发性失眠,婴儿健脾颗粒,相关药品
继发性失眠,克龄蒙,相关药品
继发性失眠,补佳乐,相关药品
继发性失眠,豆腐果苷片,相关药品
腰大肌脓肿,明佳欣,相关药品
腰大肌脓肿,异烟肼片,相关药品
腰大肌脓肿,利福喷丁胶囊,相关药品
腰大肌脓肿,利福平胶囊,相关药品
心动过速,硬脂酸红霉素片,相关药品
腰大肌阴影消失,盐酸左氧氟沙星胶囊,相关药品
腰大肌阴影消失,乳酸左氧氟沙星片,相关药品
腰大肌阴影消失,阿莫西林分散片,相关药品
腰大肌阴影消失,穿心莲内酯片,相关药品
腰大肌阴影消失,盐酸克林霉素棕榈酸酯分散片,相关药品
腰大肌阴影消失,诺氟沙星片,相关药品
腰骶部或下腰部疼痛,瑞百适&美福康,相关药品
心慌气短,宁心宝胶囊,相关药品
甲状腺扪及光滑坚实的椭圆形结节,赛治,相关药品
甲状腺扪及光滑坚实的椭圆形结节,甲巯咪唑片,相关药品
甲状腺扪及光滑坚实的椭圆形结节,尤金,相关药品
甲状腺扪及光滑坚实的椭圆形结节,美卓乐,相关药品
心肌顿抑,通脉颗粒,相关药品
心肌肥厚,复方二氯醋酸二异丙胺片,相关药品
心肌肥厚,心欣舒胶囊,相关药品
心肌肥厚,屏风生脉胶囊,相关药品
心肌肥厚,参龙宁心胶囊,相关药品
心肌肥厚,滋心阴胶囊,相关药品
心肌肥厚,门冬氨酸钾镁片,相关药品
心肌肥厚,转移因子胶囊,相关药品
心肌梗死,卡托普利片,相关药品
心肌梗死,呋塞米片,相关药品
心肌梗死,盐酸贝那普利片,相关药品
心肌梗死,络德,相关药品
心肌梗死,氢氯噻嗪片,相关药品
心肌梗死,硝酸异山梨酯片,相关药品
实脉,奥美拉唑肠溶胶囊,相关药品
实脉,盐酸雷尼替丁胶囊,相关药品
实脉,温胃舒胶囊,相关药品
心肌坏死广泛,赖诺普利片,相关药品
心肌坏死广泛,双嘧达莫片,相关药品
心肌坏死广泛,阿替洛尔片,相关药品
甲状腺肿,硫唑嘌呤片,相关药品
甲状腺肿,丙硫氧嘧啶片,相关药品
甲状腺肿,盐酸普萘洛尔片,相关药品
甲状腺肿,赛治,相关药品
甲状腺肿,阿替洛尔片,相关药品
甲状腺肿大,硫唑嘌呤片,相关药品
甲状腺肿大,丙硫氧嘧啶片,相关药品
甲状腺肿大,盐酸普萘洛尔片,相关药品
甲状腺肿大,赛治,相关药品
甲状腺肿大,阿替洛尔片,相关药品
心慌,葡萄糖注射液,相关药品
假菊形团结构,复方环磷酰胺片,相关药品
假菊形团结构,泊瑞,相关药品
假菊形团结构,环磷酰胺片,相关药品
假菊形团结构,注射用硫酸长春新碱,相关药品
假菊形团结构,邦莱,相关药品
假临产,硫酸镁注射液,相关药品
假临产,安宝,相关药品
假临产,盐酸利托君注射液,相关药品
假期综合症,抑眩宁胶囊,相关药品
假期综合症,浓维磷糖浆,相关药品
假期综合症,薄芝糖肽注射液,相关药品
心火,牛黄解毒丸,相关药品
心火,甘草锌胶囊,相关药品
心火,牛黄解毒片,相关药品
心火,甘草锌颗粒,相关药品
心火,蜂胶片,相关药品
心火,穿心莲片,相关药品
心火,金菊五花茶颗粒,相关药品
心火,奇莫欣,相关药品
假日心脏综合征,盐酸普萘洛尔片,相关药品
假日心脏综合征,盐酸胺碘酮片,相关药品
假日心脏综合征,盐酸维拉帕米片,相关药品
假笑,盐酸帕罗西汀片,相关药品
假笑,奥思平,相关药品
假笑,安乐片,相关药品
假笑,盐酸氯米帕明片,相关药品
假笑,盐酸舍曲林片,相关药品
假笑,逍遥丸,相关药品
假笑,脑乐静,相关药品
食管壁纤维化,奥美拉唑肠溶胶囊,相关药品
食管壁纤维化,盐酸雷尼替丁胶囊,相关药品
食管壁纤维化,奥美拉唑肠溶片,相关药品
食管出血,奥美拉唑肠溶胶囊,相关药品
食管出血,盐酸雷尼替丁胶囊,相关药品
食管出血,奥美拉唑肠溶片,相关药品
腰大肌肿胀,消炎镇痛膏,相关药品
腰大肌肿胀,舒筋活血片,相关药品
腰大肌肿胀,麝香壮骨膏,相关药品
腰大肌肿胀,康威迪克,相关药品
腰大肌肿胀,大活络丸,相关药品
腰大肌肿胀,伤科跌打丸,相关药品
腰大肌肿胀,腰息痛胶囊,相关药品
食管对称性膨大,能全素,相关药品
食管对称性膨大,能全力,相关药品
躁狂与昏睡交替,盐酸帕罗西汀片,相关药品
躁狂与昏睡交替,安乐片,相关药品
躁狂与昏睡交替,盐酸氯米帕明片,相关药品
躁狂与昏睡交替,盐酸舍曲林片,相关药品
躁狂与昏睡交替,逍遥丸,相关药品
躁狂与昏睡交替,脑力静胶囊,相关药品
食管间隙形成肿块,加衡,相关药品
食管间隙形成肿块,优甲乐,相关药品
食管间隙形成肿块,雷替斯,相关药品
食管间隙形成肿块,左甲状腺素钠片,相关药品
食管间隙形成肿块,注射用盐酸博莱霉素,相关药品
食管间隙形成肿块,注射用盐酸博来霉素,相关药品
腰骶部酸痛,乳酸左氧氟沙星片,相关药品
腰骶部酸痛,诺氟沙星胶囊,相关药品
腰脊椎疼痛,骨刺片,相关药品
腰脊椎疼痛,抗骨质增生丸,相关药品
腰脊椎疼痛,抗骨增生片,相关药品
腰脊椎疼痛,骨筋丸胶囊,相关药品
腰脊椎疼痛,骨刺消痛胶囊,相关药品
腰脊椎疼痛,藤黄健骨丸,相关药品
腰脊椎疼痛,骨刺平片,相关药品
腰脊椎疼痛,骨刺胶囊,相关药品
腰软不能直起,布洛芬片,相关药品
腰软不能直起,双氯芬酸钠凝胶,相关药品
腰软不能直起,芬迪,相关药品
腰软不能直起,阿司匹林片,相关药品
腰软不能直起,活血止痛胶囊,相关药品
腰软不能直起,双氯芬酸钠肠溶片,相关药品
腰酸,伯基,相关药品
腰酸,调经止痛胶囊,相关药品
腰酸,益欣雪,相关药品
腰酸,阿司匹林片,相关药品
腰酸,双氯芬酸钠肠溶片,相关药品
腰酸背痛,普瑞巴林胶囊,相关药品
腰酸背痛,伯基,相关药品
腰酸背痛,益欣雪,相关药品
腰酸背痛,阿司匹林片,相关药品
腰酸背痛,阿司匹林肠溶片,相关药品
腰痛伴尿频、尿急、尿痛,荡石片,相关药品
腰痛伴尿频、尿急、尿痛,排石颗粒,相关药品
腰痛伴尿频、尿急、尿痛,金钱草颗粒,相关药品
腰痛伴尿频、尿急、尿痛,血尿胶囊,相关药品
腰痛伴肾区叩击痛,蒺藜药酒,相关药品
心肌缺血,硫唑嘌呤片,相关药品
心肌缺血,消癌平片,相关药品
心肌缺血,羟基脲片,相关药品
心肌灰白而松弛,复方二氯醋酸二异丙胺片,相关药品
心肌灰白而松弛,心欣舒胶囊,相关药品
心肌灰白而松弛,屏风生脉胶囊,相关药品
心肌灰白而松弛,参龙宁心胶囊,相关药品
心肌灰白而松弛,滋心阴胶囊,相关药品
心肌灰白而松弛,门冬氨酸钾镁片,相关药品
心肌灰白而松弛,转移因子胶囊,相关药品
心肌脓肿,氨苄西林胶囊,相关药品
心肌脓肿,依托红霉素片,相关药品
心肌脓肿,甲磺酸培氟沙星片,相关药品
心肌脓肿,依托红霉素混悬液,相关药品
心肌细胞的浊肿,赖诺普利片,相关药品
心肌细胞的浊肿,双嘧达莫片,相关药品
心肌细胞的浊肿,阿替洛尔片,相关药品
心肌细胞的浊肿,阿司匹林肠溶片,相关药品
心悸,归脾合剂,相关药品
心悸,当归片,相关药品
心悸,补肾强身片,相关药品
心悸,十全大补膏,相关药品
心悸,十全大补酒,相关药品
心悸,通天口服液,相关药品
心悸伴乏力、面色苍白,复方二氯醋酸二异丙胺片,相关药品
心悸伴乏力、面色苍白,心欣舒胶囊,相关药品
心悸伴乏力、面色苍白,屏风生脉胶囊,相关药品
心悸伴乏力、面色苍白,参龙宁心胶囊,相关药品
心悸伴乏力、面色苍白,滋心阴胶囊,相关药品
心悸伴乏力、面色苍白,门冬氨酸钾镁片,相关药品
心悸伴乏力、面色苍白,转移因子胶囊,相关药品
心悸伴高血压,丹参片,相关药品
心悸伴高血压,苏之,相关药品
心悸伴高血压,脑心通胶囊,相关药品
心悸伴高血压,辛伐他汀片,相关药品
心悸伴高血压,波立维,相关药品
心悸伴高血压,曲克芦丁片,相关药品
心悸伴高血压,灯盏花素片,相关药品
假性宫缩,益玛欣,相关药品
假性宫缩,诺仕帕,相关药品
假性宫缩,达芙通,相关药品
假性宫缩,保胎灵胶囊,相关药品
假性宫缩,孕康口服液,相关药品
假性宫缩,安胎丸,相关药品
假性宫缩,固肾安胎丸,相关药品
心悸伴消瘦、腹泻,硫唑嘌呤片,相关药品
心悸伴消瘦、腹泻,丙硫氧嘧啶片,相关药品
心悸伴消瘦、腹泻,盐酸普萘洛尔片,相关药品
心悸伴消瘦、腹泻,赛治,相关药品
心悸伴消瘦、腹泻,阿替洛尔片,相关药品
假性前房积脓,田可,相关药品
假性前房积脓,复方硫酸新霉素滴眼液,相关药品
假性前房积脓,地塞米松磷酸钠滴眼液,相关药品
假性前房积脓,双氯芬酸钠滴眼液,相关药品
假性前房积脓,新赛斯平,相关药品
假性延髓性麻痹,泰舒达,相关药品
假性延髓性麻痹,盐酸司来吉兰片,相关药品
假性延髓性麻痹,佰莫亭,相关药品
假性延髓性麻痹,森福罗,相关药品
假性延髓性麻痹,多潘立酮口腔崩解片,相关药品
假性延髓性麻痹,盐酸金刚烷胺片,相关药品
假性延髓性麻痹,思利巴,相关药品
假性延髓性麻痹,美多芭,相关药品
假性幽门化生,温胃舒泡腾片,相关药品
假性幽门化生,胶体果胶铋胶囊,相关药品
假性幽门化生,猴头菌片,相关药品
假性幽门化生,胃乐舒口服液,相关药品
假性幽门化生,参芪健胃颗粒,相关药品
假牙疼痛,复方盐酸阿替卡因注射液,相关药品
假孕,益玛欣,相关药品
假孕,止痛化癥片,相关药品
假孕,鳖甲胶,相关药品
假孕,佰莫亭,相关药品
假孕,调经促孕丸,相关药品
假孕,达芙通,相关药品
假孕,三七血伤宁散,相关药品
间歇热,奇莫欣,相关药品
间歇热,胸腺肽肠溶片,相关药品
间歇热,脾氨肽口服冻干粉,相关药品
间歇热,多糖蛋白片,相关药品
间歇性鼻阻塞,盐酸羟甲唑啉喷雾剂,相关药品
间歇性鼻阻塞,鼻炎宁颗粒,相关药品
间歇性鼻阻塞,苍夷滴鼻剂,相关药品
间歇性鼻阻塞,通窍鼻炎片,相关药品
间歇性鼻阻塞,鼻舒适片,相关药品
间歇性鼻阻塞,千柏鼻炎片,相关药品
间歇性鼻阻塞,盐酸萘甲唑啉滴鼻液,相关药品
间歇性鼻阻塞,辛芳鼻炎胶囊,相关药品
食管黏膜呈管型剥脱,消癌平片,相关药品
食管黏膜呈管型剥脱,阿魏化痞膏,相关药品
食管黏膜呈管型剥脱,消癌平胶囊,相关药品
食管黏膜呈管型剥脱,蓼参胶囊,相关药品
食管黏膜呈管型剥脱,去甲斑蝥素片,相关药品
食管黏膜呈管型剥脱,抗癌平丸,相关药品
食管扩张,维生素,相关药品
食管扩张,三磷酸腺苷二钠片,相关药品
食管腔狭窄,能全力,相关药品
食管腔狭窄,能全素,相关药品
食管蠕动差扩张及梨状窝钡剂滞留,丙酸氯倍他索乳膏,相关药品
食管蠕动差扩张及梨状窝钡剂滞留,哈西奈德溶液,相关药品
食管蠕动差扩张及梨状窝钡剂滞留,哈西奈德乳膏,相关药品
食管蠕动差扩张及梨状窝钡剂滞留,醋酸氟轻松乳膏,相关药品
食管蠕动差扩张及梨状窝钡剂滞留,恩肤霜,相关药品
粘膜萎缩,运泰,相关药品
粘膜萎缩,达力新,相关药品
粘膜萎缩,贝贝莎,相关药品
粘膜萎缩,头孢呋辛酯片,相关药品
粘膜萎缩,司佩定,相关药品
粘膜萎缩,头孢呋辛酯胶囊,相关药品
粘膜有粘着性白斑,度米芬含片,相关药品
粘膜有粘着性白斑,斯皮仁诺,相关药品
粘膜有粘着性白斑,美扶,相关药品
粘膜有粘着性白斑,伊曲康唑胶囊,相关药品
粘膜有粘着性白斑,甲紫溶液,相关药品
粘膜有粘着性白斑,清热化毒丸,相关药品
粘膜增生性炎症,雅皓,相关药品
粘膜增生性炎症,达发新,相关药品
粘膜增生性炎症,甲硝唑芬布芬胶囊,相关药品
粘膜疹,依托红霉素片,相关药品
粘膜疹,倍沙,相关药品
粘膜疹,新红康,相关药品
粘膜疹,三味清热止痒洗剂,相关药品
粘膜疹,大败毒胶囊,相关药品
粘膜疹,康尼,相关药品
粘膜疹,盐酸美他环素片,相关药品
粘液腺体肥大,醋酸泼尼松片,相关药品
粘液腺体肥大,清热消炎宁片,相关药品
站立久后的浮肿,多贝斯,相关药品
站立久后的浮肿,喜辽妥,相关药品
站立久后的浮肿,欧莱,相关药品
站立久后的浮肿,曲克芦丁片,相关药品
站立久后的浮肿,迈之灵片,相关药品
站立久后的浮肿,痔根断片,相关药品
站立久后的浮肿,达士明,相关药品
“5P”征,双嘧达莫片,相关药品
“5P”征,华法林钠片,相关药品
“5P”征,阿司匹林肠溶片,相关药品
灾难反应,苦参碱氯化钠注射液,相关药品
灾难反应,顺铂注射液,相关药品
脏腑功能失调,维肝福泰片,相关药品
脏腑功能失调,呋塞米片,相关药品
脏腑功能失调,多贝斯,相关药品
脏腑功能失调,和安,相关药品
脏腑功能失调,维生素,相关药品
脏腑功能失调,肝喜乐片,相关药品
脏腑功能失调,肝爽颗粒,相关药品
腰臀部广泛性疼痛并向下放射,普瑞巴林胶囊,相关药品
腰臀部广泛性疼痛并向下放射,伯基,相关药品
腰臀部广泛性疼痛并向下放射,益欣雪,相关药品
